Player_Name,matches,inns,balls,runs,wkts,BBI,bowling_ave,Econ,bowling_SR,5W,10W,balls_bowled,runs_against,odi_year
Suraj Kumar,24,-,,,-,-,-,-,-,-,-,-,-,2019-2019
Sandeep Goud,36,7,,,0,-,-,5.56,-,0,0,96,89,2019-2019
Khurram Nawaz,3,-,,,-,-,-,-,-,-,-,-,-,2019-2019
Fayyaz Butt,23,23,,,28,4/79,35.28,5.89,35.8,0,0,1005,988,2019-2019
Kaleemullah,39,39,,,35,3/43,36.82,4.42,49.8,0,0,1746,1289,2019-2019
Bilal Khan,45,45,,,95,5/31,20.72,5.03,24.6,4,0,2346,1969,2019-2019
Bernard Scholtz,41,41,,,56,5/22,21.08,3.40,37.1,1,0,2081,1181,2019-2019
Pikky Ya France,25,24,,,15,2/27,44.06,4.58,57.6,0,0,865,661,2019-2019
Xavier Marshall,37,2,,,0,-,-,4.00,-,0,0,9,6,2019-2019
Monank Patel,47,-,,,-,-,-,-,-,-,-,-,-,2019-2019
Steven Taylor,45,40,,,37,4/23,30.37,4.53,40.1,0,0,1487,1124,2019-2019
Aaron Jones,43,9,,,0,-,-,5.61,-,0,0,186,174,2019-2019
Jaskaran Malhotra,18,4,,,2,1/17,33.50,3.94,51.0,0,0,102,67,2019-2019
Hayden Walsh,22,22,,,28,5/39,31.82,5.41,35.2,1,0,988,891,2019-2019
Timil Patel,7,6,,,6,2/25,25.00,3.84,39.0,0,0,234,150,2019-2019
Karima Gore,16,16,,,13,4/20,31.23,4.41,42.4,0,0,552,406,2019-2019
Jessy Singh,24,24,,,25,4/32,37.88,5.29,42.9,0,0,1074,947,2019-2019
Saurabh Netravalkar,48,47,,,73,5/32,22.27,3.96,33.6,2,0,2458,1626,2019-2019
Ali Khan,15,15,,,33,7/32,16.42,4.77,20.6,2,0,681,542,2019-2019
Tony Ura,61,1,,,0,-,-,12.00,-,0,0,6,12,2019-2019
Assad Vala,66,61,,,55,3/17,28.70,3.96,43.4,0,0,2388,1579,2019-2019
Charles Amini,49,43,,,32,4/27,43.06,4.84,53.3,0,0,1706,1378,2019-2019
Chad Soper,56,56,,,70,6/41,28.35,4.55,37.3,2,0,2612,1985,2019-2019
Lega Siaka,47,14,,,3,2/33,60.33,4.52,80.0,0,0,240,181,2019-2019
Sese Bau,57,23,,,10,2/35,57.60,4.86,71.0,0,0,710,576,2019-2019
Norman Vanua,57,55,,,61,4/24,34.18,5.20,39.3,0,0,2402,2085,2019-2019
Nosaina Pokana,21,21,,,26,3/25,29.30,4.62,38.0,0,0,989,762,2019-2019
Damien Ravu,18,17,,,8,2/19,71.75,5.31,81.0,0,0,648,574,2019-2019
Lorcan Tucker,44,-,,,-,-,-,-,-,-,-,-,-,2019-2019
Gary Wilson,105,-,,,-,-,-,-,-,-,-,-,-,2019-2019
Mark Adair,41,39,,,54,4/19,33.05,5.83,33.9,0,0,1834,1785,2019-2019
Josh Little,32,30,,,48,4/38,31.93,5.92,32.3,0,0,1553,1533,2019-2019
James Vince,25,2,,,1,1/18,38.00,5.42,42.0,0,0,42,38,2019-2019
Dawid Malan,18,2,,,1,1/5,17.00,6.80,15.0,0,0,15,17,2019-2019
Joe Denly,16,4,,,1,1/24,101.00,5.94,102.0,0,0,102,101,2019-2019
Ben Foakes,1,-,,,-,-,-,-,-,-,-,-,-,2019-2019
David Willey,64,63,,,84,5/30,31.21,5.58,33.5,1,0,2817,2622,2019-2019
Jofra Archer,21,21,,,42,6/40,21.73,4.80,27.1,1,0,1139,913,2019-2019
Kemar Roach,95,93,,,125,6/27,31.08,5.09,36.6,3,0,4579,3885,2019-2019
Shannon Gabriel,25,25,,,33,3/17,34.36,5.92,34.7,0,0,1148,1134,2019-2019
Sunil Ambris,16,-,,,-,-,-,-,-,-,-,-,-,2019-2019
Roston Chase,42,35,,,27,3/30,43.85,4.87,53.9,0,0,1457,1184,2019-2019
Jonathan Carter,33,12,,,4,2/14,40.00,7.05,34.0,0,0,136,160,2019-2019
Shane Dowrich,1,-,,,-,-,-,-,-,-,-,-,-,2019-2019
Shakib Al Hasan,235,229,,,305,5/29,28.98,4.44,39.1,4,0,11939,8840,2019-2019
Matthew Cross,90,-,,,-,-,-,-,-,-,-,-,-,2019-2019
Kyle Coetzer,89,10,,,2,1/17,126.50,5.62,135.0,0,0,270,253,2019-2019
Calum MacLeod,88,41,,,11,2/26,76.00,5.18,88.0,0,0,968,836,2019-2019
Richie Berrington,112,62,,,34,4/40,39.55,5.20,45.5,0,0,1550,1345,2019-2019
George Munsey,53,-,,,-,-,-,-,-,-,-,-,-,2019-2019
Craig Wallace,32,-,,,-,-,-,-,-,-,-,-,-,2019-2019
Tom Sole,10,10,,,10,4/15,38.70,4.60,50.4,0,0,504,387,2019-2019
Safyaan Sharif,77,76,,,100,5/33,30.14,4.98,36.2,2,0,3625,3014,2019-2019
Hamid Hassan,38,37,,,59,5/45,22.54,4.60,29.3,1,0,1734,1330,2019-2019
Sharafuddin Ashraf,19,19,,,13,3/29,46.53,4.28,65.2,0,0,848,605,2019-2019
Brad Wheal,13,13,,,23,3/34,22.08,4.43,29.8,0,0,687,508,2019-2019
Alasdair Evans,42,40,,,58,5/43,28.94,5.22,33.2,1,0,1928,1679,2019-2019
Mark Watt,61,60,,,89,5/33,24.62,4.12,35.8,1,0,3190,2192,2019-2019
Fabian Allen,20,18,,,7,2/40,89.57,5.64,95.1,0,0,666,627,2019-2019
Asif Ali,21,1,,,0,-,-,10.80,-,0,0,5,9,2019-2019
Raymon Reifer,6,5,,,6,2/23,24.83,5.55,26.8,0,0,161,149,2019-2019
Abu Jayed,2,2,,,5,5/58,22.80,6.33,21.6,1,0,108,114,2019-2019
Mosaddek Hossain,43,41,,,17,3/13,57.00,5.14,66.4,0,0,1130,969,2019-2019
Dimuth Karunaratne,44,2,,,0,-,-,6.75,-,0,0,16,18,2019-2019
Angelo Mathews,221,158,,,120,6/20,33.35,4.62,43.2,1,0,5191,4003,2019-2019
Lahiru Thirimanne,127,4,,,3,2/36,31.33,5.42,34.6,0,0,104,94,2019-2019
Jeevan Mendis,58,49,,,28,3/15,43.00,5.14,50.1,0,0,1404,1204,2019-2019
Suranga Lakmal,86,84,,,109,4/13,32.42,5.46,35.6,0,0,3881,3534,2019-2019
Michael Leask,69,62,,,57,4/24,33.14,5.01,39.6,0,0,2260,1889,2019-2019
Wahab Riaz,91,90,,,120,5/46,34.30,5.70,36.0,1,0,4327,4117,2019-2019
Andre Russell,56,55,,,70,4/35,31.84,5.84,32.7,0,0,2290,2229,2019-2019
David Warner,142,1,,,0,-,-,8.00,-,0,0,6,8,2019-2019
Steven Smith,142,40,,,28,3/16,34.67,5.41,38.4,0,0,1076,971,2019-2019
Mitchell Starc,110,110,,,219,6/28,22.09,5.11,25.9,9,0,5676,4839,2019-2019
Chris Morris,42,40,,,48,4/31,36.58,5.56,39.4,0,0,1894,1756,2019-2019
Evin Lewis,57,-,,,-,-,-,-,-,-,-,-,-,2019-2019
Milinda Siriwardana,27,21,,,9,2/27,60.77,5.46,66.7,0,0,601,547,2019-2019
Hamilton Masakadza,209,85,,,39,3/39,41.94,5.32,47.2,0,0,1844,1636,2019-2019
Brendan Taylor,205,21,,,9,3/54,45.11,6.15,44.0,0,0,396,406,2019-2019
Tobias Visee,3,-,,,-,-,-,-,-,-,-,-,-,2019-2019
Max O'Dowd,33,3,,,0,-,-,5.44,-,0,0,43,39,2019-2019
Ben Cooper,13,-,,,-,-,-,-,-,-,-,-,-,2019-2019
Bas de Leede,30,23,,,24,5/52,32.08,5.94,32.3,1,0,777,770,2019-2019
Wesley Barresi,45,3,,,0,-,-,7.40,-,0,0,30,37,2019-2019
Fred Klaassen,19,19,,,32,3/23,23.53,4.31,32.7,0,0,1047,753,2019-2019
Vivian Kingma,18,18,,,21,3/21,35.28,5.39,39.2,0,0,824,741,2019-2019
Roelof van der Merwe,16,16,,,19,3/27,36.05,4.98,43.4,0,0,825,685,2019-2019
Paul van Meekeren,13,13,,,15,2/28,36.00,5.56,38.8,0,0,582,540,2019-2019
Pieter Seelaar,57,57,,,57,4/15,35.68,4.67,45.7,0,0,2609,2034,2019-2019
Ainsley Ndlovu,2,2,,,1,1/29,80.00,4.70,102.0,0,0,102,80,2019-2019
Saqib Zulfiqar,13,10,,,8,2/43,37.00,6.29,35.2,0,0,282,296,2019-2019
Scott Edwards,38,-,,,-,-,-,-,-,-,-,-,-,2019-2019
Brandon Glover,9,9,,,9,3/43,49.33,6.08,48.6,0,0,438,444,2019-2019
Jeffrey Vandersay,20,19,,,25,4/10,32.08,5.60,34.3,0,0,858,802,2019-2019
Tinashe Kamunhukamwe,7,-,,,-,-,-,-,-,-,-,-,-,2019-2019
Shane Getkate,4,4,,,7,2/30,20.71,4.53,27.4,0,0,192,145,2019-2019
Sayed Shirzad,2,1,,,1,1/56,56.00,7.00,48.0,0,0,48,56,2019-2019
Richmond Mutumbami,36,-,,,-,-,-,-,-,-,-,-,-,2019-2019
Shafiul Islam,60,60,,,70,4/21,36.12,5.97,36.2,0,0,2540,2529,2019-2019
Lahiru Kumara,26,26,,,34,3/22,33.55,6.42,31.3,0,0,1065,1141,2019-2019
Taijul Islam,18,18,,,30,5/28,23.60,4.37,32.4,1,0,972,708,2019-2019
Shehan Jayasuriya,12,11,,,3,1/15,92.33,5.32,104.0,0,0,312,277,2019-2019
Wanindu Hasaranga,48,47,,,67,6/24,28.77,5.07,34.0,3,0,2279,1928,2019-2019
Anamul Haque,44,-,,,-,-,-,-,-,-,-,-,-,2019-2019
Shreyas Iyer,42,5,,,0,-,-,6.32,-,0,0,37,39,2019-2019
Gaudi Toka,22,5,,,3,3/18,36.66,6.66,33.0,0,0,99,110,2019-2019
Kiplin Doriga,39,-,,,-,-,-,-,-,-,-,-,-,2019-2019
Jay Odedra,9,9,,,10,4/34,25.80,4.44,34.8,0,0,348,258,2019-2019
Keemo Paul,30,29,,,34,3/34,36.41,5.92,36.8,0,0,1253,1238,2019-2019
Adrian Neill,9,9,,,14,3/32,24.42,4.76,30.7,0,0,431,342,2019-2019
Aamir Kaleem,3,3,,,2,2/30,41.50,4.93,50.5,0,0,101,83,2019-2019
Gavin Main,14,14,,,30,5/52,18.96,5.26,21.6,1,0,649,569,2019-2019
Hamza Tahir,31,30,,,40,5/38,25.82,4.26,36.3,1,0,1454,1033,2019-2019
Ajay Lalcheta,2,2,,,2,2/35,31.00,4.42,42.0,0,0,84,62,2019-2019
Hiri Hiri,34,7,,,3,1/6,37.66,6.64,34.0,0,0,102,113,2019-2019
Nisarg Patel,41,39,,,42,4/30,30.50,4.75,38.4,0,0,1615,1281,2019-2019
Elmore Hutchinson,11,10,,,4,1/12,56.50,4.34,78.0,0,0,312,226,2019-2019
Rusty Theron,18,17,,,31,5/44,21.51,5.13,25.1,1,0,780,667,2019-2019
Jason Kila,13,8,,,6,3/27,33.33,5.24,38.1,0,0,229,200,2019-2019
Alei Nao,26,26,,,25,4/27,38.88,5.08,45.9,0,0,1148,972,2019-2019
Zhivago Groenewald,4,4,,,11,5/20,11.81,3.93,18.0,1,0,198,130,2019-2019
Simon Atai,15,2,,,0,-,-,4.37,-,0,0,48,35,2019-2019
Riley Hekure,25,24,,,26,5/13,28.19,4.61,36.6,1,0,953,733,2019-2019
Iftikhar Ahmed,12,10,,,8,5/40,41.75,5.38,46.5,1,0,372,334,2019-2019
Sadeera Samarawickrama,17,-,,,-,-,-,-,-,-,-,-,-,2019-2019
Minod Bhanuka,6,-,,,-,-,-,-,-,-,-,-,-,2019-2019
Mohammad Nawaz,28,28,,,37,4/19,30.94,4.94,37.5,0,0,1390,1145,2019-2019
Naveen-ul-Haq,7,7,,,14,4/42,25.42,5.78,26.3,0,0,369,356,2019-2019
Alzarri Joseph,61,60,,,101,5/56,27.40,5.26,31.2,1,0,3152,2768,2019-2019
Romario Shepherd,22,21,,,15,3/44,50.20,5.37,56.0,0,0,840,753,2019-2019
Kieron Pollard,123,82,,,55,3/27,39.29,5.69,41.3,0,0,2275,2161,2019-2019
Ibrahim Zadran,14,-,,,-,-,-,-,-,-,-,-,-,2019-2019
Brandon King,31,-,,,-,-,-,-,-,-,-,-,-,2019-2019
Yamin Ahmadzai,9,8,,,7,2/34,43.42,5.36,48.5,0,0,340,304,2019-2019
Vriitya Aravind,55,-,,,-,-,-,-,-,-,-,-,-,2019-2019
Darius D'Silva,6,5,,,6,3/22,19.66,3.80,31.0,0,0,186,118,2019-2019
Basil Hameed,37,30,,,36,5/17,18.77,4.00,28.1,1,0,1012,676,2019-2019
Waheed Ahmed,7,6,,,1,1/20,94.00,4.70,120.0,0,0,120,94,2019-2019
Ahmed Raza,53,53,,,64,5/26,30.06,4.12,43.7,1,0,2801,1924,2019-2019
Karthik Meiyappan,31,31,,,37,4/37,30.10,5.53,32.6,0,0,1208,1114,2019-2019
Junaid Siddique,43,42,,,60,4/23,27.61,5.01,33.0,0,0,1982,1657,2019-2019
Ian Holland,15,14,,,19,3/11,24.52,4.45,33.0,0,0,628,466,2019-2019
Akshay Homraj,8,-,,,-,-,-,-,-,-,-,-,-,2019-2019
Cameron Stevenson,18,17,,,23,3/22,27.91,5.55,30.1,0,0,693,642,2019-2019
Nosthush Kenjige,40,39,,,38,3/22,34.92,4.24,49.3,0,0,1876,1327,2019-2019
Michael Jones,12,-,,,-,-,-,-,-,-,-,-,-,2019-2019
Dylan Budge,17,8,,,1,1/21,111.00,4.44,150.0,0,0,150,111,2019-2019
Josh Davey,31,29,,,49,6/28,22.08,4.99,26.5,2,0,1301,1082,2019-2019
Stuart Whittingham,5,5,,,8,3/58,28.00,5.35,31.3,0,0,251,224,2019-2019
Jonathan Figy,2,-,,,-,-,-,-,-,-,-,-,-,2019-2019
Shivam Dube,1,1,,,0,-,-,8.68,-,0,0,47,68,2019-2019
Deepak Chahar,13,12,,,16,3/27,30.56,5.75,31.8,0,0,510,489,2019-2019
Khary Pierre,3,3,,,1,1/50,158.00,6.07,156.0,0,0,156,158,2019-2019
Shardul Thakur,35,35,,,50,4/52,31.98,6.22,30.8,0,0,1541,1599,2019-2019
Navdeep Saini,8,8,,,6,2/58,80.16,6.87,70.0,0,0,420,481,2019-2019
Chirag Suri,37,-,,,-,-,-,-,-,-,-,-,-,2020-2020
Vriitya Aravind,55,-,,,-,-,-,-,-,-,-,-,-,2020-2020
Darius D'Silva,6,5,,,6,3/22,19.66,3.80,31.0,0,0,186,118,2020-2020
Basil Hameed,37,30,,,36,5/17,18.77,4.00,28.1,1,0,1012,676,2020-2020
Muhammad Usman,38,-,,,-,-,-,-,-,-,-,-,-,2020-2020
Rohan Mustafa,81,80,,,85,5/25,33.30,4.48,44.5,1,0,3787,2831,2020-2020
Chundangapoyil Rizwan,41,5,,,1,1/19,50.00,5.17,58.0,0,0,58,50,2020-2020
Waheed Ahmed,7,6,,,1,1/20,94.00,4.70,120.0,0,0,120,94,2020-2020
Zawar Farid,10,7,,,8,4/30,23.37,5.58,25.1,0,0,201,187,2020-2020
Ahmed Raza,53,53,,,64,5/26,30.06,4.12,43.7,1,0,2801,1924,2020-2020
Junaid Siddique,43,42,,,60,4/23,27.61,5.01,33.0,0,0,1982,1657,2020-2020
Jatinder Singh,46,3,,,1,1/11,37.00,5.28,42.0,0,0,42,37,2020-2020
Khawar Ali,34,34,,,42,5/15,30.11,4.77,37.8,1,0,1591,1265,2020-2020
Mohammad Sanuth,3,3,,,0,-,-,6.10,-,0,0,60,61,2020-2020
Aqib Ilyas,25,23,,,20,4/36,27.60,4.52,36.6,0,0,732,552,2020-2020
Zeeshan Maqsood,42,42,,,55,4/15,26.47,4.28,37.0,0,0,2039,1456,2020-2020
Naseem Khushi,32,-,,,-,-,-,-,-,-,-,-,-,2020-2020
Mohammad Nadeem,34,26,,,19,3/43,39.63,5.56,42.7,0,0,812,753,2020-2020
Bilal Khan,45,45,,,95,5/31,20.72,5.03,24.6,4,0,2346,1969,2020-2020
Kaleemullah,39,39,,,35,3/43,36.82,4.42,49.8,0,0,1746,1289,2020-2020
Sandeep Goud,36,7,,,0,-,-,5.56,-,0,0,96,89,2020-2020
Karthik Meiyappan,31,31,,,37,4/37,30.10,5.53,32.6,0,0,1208,1114,2020-2020
Stephan Baard,19,-,,,-,-,-,-,-,-,-,-,-,2020-2020
Zane Green,33,-,,,-,-,-,-,-,-,-,-,-,2020-2020
JP Kotze,8,-,,,-,-,-,-,-,-,-,-,-,2020-2020
Gerhard Erasmus,40,26,,,20,3/31,29.85,4.36,41.0,0,0,821,597,2020-2020
Craig Williams,18,10,,,3,1/37,74.66,4.66,96.0,0,0,288,224,2020-2020
JJ Smit,29,25,,,35,5/26,22.20,4.22,31.5,2,0,1104,777,2020-2020
Jan Frylinck,28,27,,,34,5/13,25.14,4.35,34.6,1,0,1179,855,2020-2020
Karl Birkenstock,20,11,,,5,2/24,52.80,6.43,49.2,0,0,246,264,2020-2020
Pikky Ya France,25,24,,,15,2/27,44.06,4.58,57.6,0,0,865,661,2020-2020
Ben Shikongo,14,14,,,16,3/42,33.75,6.20,32.6,0,0,522,540,2020-2020
Bernard Scholtz,41,41,,,56,5/22,21.08,3.40,37.1,1,0,2081,1181,2020-2020
Paul Stirling,154,76,,,43,6/55,45.16,4.77,56.7,1,0,2441,1942,2020-2020
Gareth Delany,21,13,,,7,2/52,58.57,6.30,55.7,0,0,390,410,2020-2020
Andy Balbirnie,101,3,,,2,1/26,34.00,6.80,30.0,0,0,60,68,2020-2020
William Porterfield,148,-,,,-,-,-,-,-,-,-,-,-,2020-2020
Kevin O'Brien,153,116,,,114,4/13,32.68,5.20,37.6,0,0,4296,3726,2020-2020
Lorcan Tucker,44,-,,,-,-,-,-,-,-,-,-,-,2020-2020
Simi Singh,35,30,,,39,5/10,25.92,3.99,38.9,1,0,1519,1011,2020-2020
Mark Adair,41,39,,,54,4/19,33.05,5.83,33.9,0,0,1834,1785,2020-2020
Andy McBrine,82,77,,,84,5/29,34.70,4.52,45.9,1,0,3863,2915,2020-2020
Barry McCarthy,42,42,,,69,5/46,29.18,5.74,30.4,1,0,2104,2014,2020-2020
Boyd Rankin,75,73,,,106,4/15,27.87,4.78,34.9,0,0,3702,2955,2020-2020
Shai Hope,115,-,,,-,-,-,-,-,-,-,-,-,2020-2020
Evin Lewis,57,-,,,-,-,-,-,-,-,-,-,-,2020-2020
Brandon King,31,-,,,-,-,-,-,-,-,-,-,-,2020-2020
Shimron Hetmyer,47,-,,,-,-,-,-,-,-,-,-,-,2020-2020
Nicholas Pooran,61,7,,,6,4/48,29.00,6.17,28.1,0,0,169,174,2020-2020
Roston Chase,42,35,,,27,3/30,43.85,4.87,53.9,0,0,1457,1184,2020-2020
Kieron Pollard,123,82,,,55,3/27,39.29,5.69,41.3,0,0,2275,2161,2020-2020
Sheldon Cottrell,38,36,,,52,5/46,32.40,5.87,33.1,1,0,1722,1685,2020-2020
Keemo Paul,30,29,,,34,3/34,36.41,5.92,36.8,0,0,1253,1238,2020-2020
Alzarri Joseph,61,60,,,101,5/56,27.40,5.26,31.2,1,0,3152,2768,2020-2020
Hayden Walsh,22,22,,,28,5/39,31.82,5.41,35.2,1,0,988,891,2020-2020
Suraj Kumar,24,-,,,-,-,-,-,-,-,-,-,-,2020-2020
Jan-Izak de Villiers,2,2,,,2,2/47,33.00,6.94,28.5,0,0,57,66,2020-2020
Jonathan Figy,2,-,,,-,-,-,-,-,-,-,-,-,2020-2020
Romario Shepherd,22,21,,,15,3/44,50.20,5.37,56.0,0,0,840,753,2020-2020
Khary Pierre,3,3,,,1,1/50,158.00,6.07,156.0,0,0,156,158,2020-2020
James McCollum,10,-,,,-,-,-,-,-,-,-,-,-,2020-2020
Craig Young,39,36,,,65,5/46,26.07,5.46,28.6,1,0,1862,1695,2020-2020
Sunil Ambris,16,-,,,-,-,-,-,-,-,-,-,-,2020-2020
Oshane Thomas,20,19,,,27,5/21,32.07,6.73,28.5,1,0,771,866,2020-2020
Rohit Sharma,243,38,,,8,2/27,64.37,5.21,74.1,0,0,593,515,2020-2020
Shikhar Dhawan,167,-,,,-,-,-,-,-,-,-,-,-,2020-2020
KL Rahul,54,-,,,-,-,-,-,-,-,-,-,-,2020-2020
Virat Kohli,274,48,,,4,1/15,166.25,6.22,160.2,0,0,641,665,2020-2020
Shreyas Iyer,42,5,,,0,-,-,6.32,-,0,0,37,39,2020-2020
Rishabh Pant,30,-,,,-,-,-,-,-,-,-,-,-,2020-2020
Ravindra Jadeja,174,168,,,191,5/36,37.39,4.91,45.6,1,0,8725,7142,2020-2020
Shardul Thakur,35,35,,,50,4/52,31.98,6.22,30.8,0,0,1541,1599,2020-2020
Mohammed Shami,90,89,,,162,5/69,25.98,5.60,27.8,1,0,4506,4210,2020-2020
Kuldeep Yadav,81,79,,,134,6/25,27.48,5.21,31.5,1,0,4234,3683,2020-2020
Jasprit Bumrah,72,72,,,121,6/19,24.30,4.63,31.4,2,0,3807,2941,2020-2020
David Warner,142,1,,,0,-,-,8.00,-,0,0,6,8,2020-2020
Aaron Finch,146,21,,,4,1/2,64.75,5.47,71.0,0,0,284,259,2020-2020
Mitchell Starc,110,110,,,219,6/28,22.09,5.11,25.9,9,0,5676,4839,2020-2020
Pat Cummins,75,75,,,124,5/70,27.61,5.21,31.7,1,0,3938,3424,2020-2020
Kane Richardson,25,25,,,39,5/68,31.79,5.67,33.6,1,0,1312,1240,2020-2020
Adam Zampa,79,79,,,131,5/35,28.46,5.42,31.4,1,0,4122,3729,2020-2020
Ashton Agar,21,21,,,20,2/31,45.90,5.27,52.2,0,0,1044,918,2020-2020
Manish Pandey,29,-,,,-,-,-,-,-,-,-,-,-,2020-2020
Steven Smith,142,40,,,28,3/16,34.67,5.41,38.4,0,0,1076,971,2020-2020
Marnus Labuschagne,30,9,,,2,2/19,98.50,6.38,92.5,0,0,185,197,2020-2020
Alex Carey,64,-,,,-,-,-,-,-,-,-,-,-,2020-2020
Ashton Turner,9,2,,,2,1/23,30.00,4.28,42.0,0,0,84,60,2020-2020
Navdeep Saini,8,8,,,6,2/58,80.16,6.87,70.0,0,0,420,481,2020-2020
Josh Hazlewood,69,68,,,108,6/52,25.61,4.57,33.5,3,0,3626,2766,2020-2020
Jason Roy,116,-,,,-,-,-,-,-,-,-,-,-,2020-2020
Jonny Bairstow,95,-,,,-,-,-,-,-,-,-,-,-,2020-2020
Joe Root,158,69,,,26,3/52,57.50,5.77,59.7,0,0,1553,1495,2020-2020
Eoin Morgan,248,-,,,-,-,-,-,-,-,-,-,-,2020-2020
Joe Denly,16,4,,,1,1/24,101.00,5.94,102.0,0,0,102,101,2020-2020
Tom Banton,6,-,,,-,-,-,-,-,-,-,-,-,2020-2020
Sam Curran,23,23,,,26,5/48,36.38,5.86,37.2,1,0,968,946,2020-2020
Chris Woakes,112,108,,,160,6/45,30.23,5.45,33.2,3,0,5317,4837,2020-2020
Tom Curran,28,28,,,34,5/35,37.94,5.91,38.4,1,0,1308,1290,2020-2020
Chris Jordan,35,35,,,46,5/29,36.08,6.00,36.0,1,0,1660,1660,2020-2020
Quinton de Kock,140,-,,,-,-,-,-,-,-,-,-,-,2020-2020
Reeza Hendricks,27,3,,,1,1/13,47.00,6.71,42.0,0,0,42,47,2020-2020
Temba Bavuma,26,1,,,0,-,-,3.56,-,0,0,37,22,2020-2020
Rassie van der Dussen,45,1,,,1,1/3,3.00,3.00,6.0,0,0,6,3,2020-2020
JJ Smuts,6,4,,,4,2/42,41.00,5.46,45.0,0,0,180,164,2020-2020
Beuran Hendricks,8,6,,,5,3/59,49.80,5.41,55.2,0,0,276,249,2020-2020
Lungi Ngidi,45,44,,,73,6/58,27.90,5.73,29.1,1,0,2130,2037,2020-2020
Andile Phehlukwayo,74,69,,,87,4/22,31.54,5.73,32.9,0,0,2869,2744,2020-2020
Tabraiz Shamsi,44,41,,,57,5/49,34.38,5.51,37.4,1,0,2134,1960,2020-2020
Lutho Sipamla,5,4,,,2,1/40,86.00,5.67,91.0,0,0,182,172,2020-2020
Matt Parkinson,5,5,,,5,2/28,40.60,5.85,41.6,0,0,208,203,2020-2020
Prithvi Shaw,6,-,,,-,-,-,-,-,-,-,-,-,2020-2020
Mayank Agarwal,5,1,,,0,-,-,10.00,-,0,0,6,10,2020-2020
Kedar Jadhav,73,42,,,27,3/23,37.77,5.15,43.9,0,0,1187,1020,2020-2020
Martin Guptill,198,11,,,4,2/6,24.50,5.39,27.2,0,0,109,98,2020-2020
Henry Nicholls,66,-,,,-,-,-,-,-,-,-,-,-,2020-2020
Tom Blundell,6,-,,,-,-,-,-,-,-,-,-,-,2020-2020
Ross Taylor,236,4,,,0,-,-,5.00,-,0,0,42,35,2020-2020
Tom Latham,130,-,,,-,-,-,-,-,-,-,-,-,2020-2020
James Neesham,73,69,,,69,5/27,34.76,6.09,34.2,2,0,2361,2399,2020-2020
Colin de Grandhomme,45,45,,,30,3/26,41.00,4.76,51.6,0,0,1548,1230,2020-2020
Mitchell Santner,93,88,,,90,5/50,38.58,4.87,47.5,1,0,4277,3473,2020-2020
Tim Southee,154,152,,,210,7/33,33.46,5.43,36.9,3,0,7751,7027,2020-2020
Hamish Bennett,19,18,,,33,4/16,24.84,5.51,27.0,0,0,892,820,2020-2020
Ish Sodhi,46,44,,,55,4/58,38.05,5.49,41.5,0,0,2287,2093,2020-2020
Badal Singh,2,2,,,0,-,-,7.00,-,0,0,60,70,2020-2020
Paras Khadka,10,9,,,9,4/26,27.00,3.91,41.3,0,0,372,243,2020-2020
Gyanendra Malla,37,2,,,1,1/6,18.00,6.00,18.0,0,0,18,18,2020-2020
Sharad Vesawkar,4,1,,,2,2/21,10.50,3.50,18.0,0,0,36,21,2020-2020
Dipendra Singh Airee,50,44,,,36,3/18,31.75,3.88,49.0,0,0,1766,1143,2020-2020
Aarif Sheikh,47,26,,,6,1/16,88.16,4.74,111.5,0,0,669,529,2020-2020
Rohit Paudel,52,4,,,0,-,-,3.85,-,0,0,109,70,2020-2020
Binod Bhandari,17,-,,,-,-,-,-,-,-,-,-,-,2020-2020
Karan KC,46,46,,,73,5/33,24.26,5.25,27.7,3,0,2024,1771,2020-2020
Sandeep Lamichhane,49,48,,,111,6/11,17.25,4.27,24.2,3,0,2690,1915,2020-2020
Sushan Bhari,11,11,,,15,4/5,18.20,3.88,28.1,0,0,422,273,2020-2020
Abinash Bohara,2,2,,,0,-,-,4.63,-,0,0,66,51,2020-2020
Xavier Marshall,37,2,,,0,-,-,4.00,-,0,0,9,6,2020-2020
Aaron Jones,43,9,,,0,-,-,5.61,-,0,0,186,174,2020-2020
Steven Taylor,45,40,,,37,4/23,30.37,4.53,40.1,0,0,1487,1124,2020-2020
Monank Patel,47,-,,,-,-,-,-,-,-,-,-,-,2020-2020
Ian Holland,15,14,,,19,3/11,24.52,4.45,33.0,0,0,628,466,2020-2020
Akshay Homraj,8,-,,,-,-,-,-,-,-,-,-,-,2020-2020
Elmore Hutchinson,11,10,,,4,1/12,56.50,4.34,78.0,0,0,312,226,2020-2020
Timil Patel,7,6,,,6,2/25,25.00,3.84,39.0,0,0,234,150,2020-2020
Karima Gore,16,16,,,13,4/20,31.23,4.41,42.4,0,0,552,406,2020-2020
Rusty Theron,18,17,,,31,5/44,21.51,5.13,25.1,1,0,780,667,2020-2020
Saurabh Netravalkar,48,47,,,73,5/32,22.27,3.96,33.6,2,0,2458,1626,2020-2020
Jay Odedra,9,9,,,10,4/34,25.80,4.44,34.8,0,0,348,258,2020-2020
Mark Chapman,12,-,,,-,-,-,-,-,-,-,-,-,2020-2020
Kyle Jamieson,8,8,,,11,3/45,26.90,4.31,37.4,0,0,412,296,2020-2020
Yuzvendra Chahal,72,69,,,121,6/42,27.13,5.26,30.9,2,0,3739,3283,2020-2020
