,Runs_scored_batting,balls faced,4s_batting,6s_batting,strikerate,100s,50s,Num_matches_batted,Name,Born,Age,Batting_Style,Bowling_Style,Playing_Role,National_Team,player_img,career_start,career_latest,Overs,Maindens,runs_given_baller,wickets_baller,economy_baller,dot_balls_baller,4s_baller,6s_baller,wides_baller,NB_baller,5w_haul,balls_bowled,Num_matches_bowled,catches,stumps,batting_average,Playing_Role_New,boundary_perc,50_%,100_%,bowling_average,bowling_strikerate,Rank,Combined_Rank,Player_name,Player_link
43,224.0,280.0,15.0,6.0,75.10633333333334,0.0,0.0,30.0,Mitchell Starc,"January 30, 1990, Baulkham Hills, Sydney, New South Wales",33y 186d,Left hand Bat,Left arm Fast,Bowler,Australia,https://wassets.hscicdn.com/static/images/lazyimage-transparent.png,2010,2023,384.5,16.0,2141.0,85.0,5.502142857142857,1324.0,218.0,38.0,98.0,3.0,4.0,2317.0,42.0,38.0,0.0,7.466666666666667,Bowler,7.5,0.0,0.0,25.188235294117646,27.258823529411764,2.0,0.9311640262754615,Mitchell Starc,/cricketers/mitchell-starc-311592
44,196.0,259.0,12.0,2.0,61.43333333333333,0.0,0.0,30.0,Pat Cummins,"May 08, 1993, Westmead, Sydney",30y 88d,Right hand Bat,Right arm Fast,Bowler,Australia,https://wassets.hscicdn.com/static/images/lazyimage-transparent.png,2011,2023,347.4,31.0,1757.0,67.0,4.982820512820513,1252.0,176.0,30.0,75.0,6.0,1.0,2090.0,39.0,19.0,0.0,6.533333333333333,Bowler,5.405405405405405,0.0,0.0,26.223880597014926,31.19402985074627,3.0,0.7549998185648982,Pat Cummins,/cricketers/pat-cummins-489889
45,60.0,71.0,4.0,1.0,52.479285714285716,0.0,0.0,14.0,Josh Hazlewood,"January 08, 1991, Tamworth, New South Wales",32y 208d,Left hand Bat,Right arm Fast medium,Bowler,Australia,https://wassets.hscicdn.com/static/images/lazyimage-transparent.png,2010,2023,278.6,26.0,1239.0,44.0,4.323870967741935,1044.0,129.0,16.0,23.0,2.0,0.0,1674.0,31.0,22.0,0.0,4.285714285714286,Bowler,7.042253521126761,0.0,0.0,28.15909090909091,38.04545454545455,4.0,0.5315788656033875,Josh Hazlewood,/cricketers/josh-hazlewood-288284
46,93.0,107.0,7.0,0.0,66.69999999999999,0.0,0.0,9.0,Jhye Richardson,"September 20, 1996, Murdoch, Western Australia",26y 318d,Right hand Bat,Right arm Fast,Bowler,Australia,https://wassets.hscicdn.com/static/images/lazyimage-transparent.png,2017,2022,135.0,11.0,793.0,27.0,5.890666666666666,436.0,89.0,17.0,15.0,0.0,0.0,810.0,15.0,5.0,0.0,10.333333333333334,Bowler,6.5420560747663545,0.0,0.0,29.37037037037037,30.0,5.0,0.3442424395519038,Jhye Richardson,/cricketers/jhye-richardson-774223
47,45.0,42.0,5.0,2.0,95.09714285714287,0.0,0.0,7.0,Kane Richardson,"February 12, 1991, Eudunda, South Australia",32y 173d,Right hand Bat,Right arm Fast medium,Bowler,Australia,https://wassets.hscicdn.com/static/images/lazyimage-transparent.png,2013,2022,88.5,2.0,542.0,18.0,6.0840000000000005,258.0,64.0,5.0,11.0,0.0,0.0,533.0,10.0,7.0,0.0,6.428571428571429,Bowler,16.666666666666664,0.0,0.0,30.11111111111111,29.61111111111111,6.0,0.252364987555201,Kane Richardson,/cricketers/kane-richardson-272262
48,21.0,23.0,0.0,0.0,88.88833333333334,0.0,0.0,6.0,Jason Behrendorff,"April 20, 1990, Camden, New South Wales",33y 106d,Right hand Bat,Left arm Fast medium,Bowler,Australia,https://wassets.hscicdn.com/static/images/lazyimage-transparent.png,2017,2022,107.3,7.0,568.0,16.0,5.325,360.0,56.0,10.0,10.0,1.0,1.0,645.0,12.0,3.0,0.0,3.5,Bowler,0.0,0.0,0.0,35.5,40.3125,7.0,0.2349339447537941,Jason Behrendorff,/cricketers/jason-behrendorff-272477
49,260.0,297.0,24.0,3.0,80.16285714285713,0.0,0.0,14.0,Ashton Agar,"October 14, 1993, Melbourne, Victoria",29y 294d,Left hand Bat,Slow Left arm Orthodox,Bowler,Australia,https://wassets.hscicdn.com/static/images/lazyimage-transparent.png,2013,2023,144.0,4.0,736.0,16.0,5.124705882352941,409.0,49.0,15.0,6.0,0.0,0.0,864.0,17.0,10.0,0.0,18.571428571428573,Bowler,9.090909090909092,0.0,0.0,46.0,54.0,8.0,0.23273479192451524,Ashton Agar,/cricketers/ashton-agar-505120
50,31.0,37.0,2.0,1.0,83.3325,0.0,0.0,8.0,Nathan Lyon,"November 20, 1987, Young, New South Wales",35y 257d,Right hand Bat,Right arm Offbreak,Bowler,Australia,https://wassets.hscicdn.com/static/images/lazyimage-transparent.png,2011,2023,151.0,2.0,742.0,12.0,5.074375,436.0,43.0,15.0,5.0,0.0,0.0,906.0,16.0,7.0,0.0,3.875,Bowler,8.108108108108109,0.0,0.0,61.833333333333336,75.5,9.0,0.18954774259548857,Nathan Lyon,/cricketers/nathan-lyon-272279
51,16.0,14.0,3.0,0.0,87.5,0.0,0.0,2.0,Matthew Kuhnemann,"September 20, 1996",26y 318d,Left hand Bat,Slow Left arm Orthodox,Bowler,Australia,,2022,2023,38.0,3.0,191.0,6.0,5.125,113.0,20.0,0.0,2.0,0.0,0.0,228.0,4.0,2.0,0.0,8.0,Bowler,21.428571428571427,0.0,0.0,31.833333333333332,38.0,10.0,0.13893752226307052,Matthew Kuhnemann,/cricketers/matthew-kuhnemann-774219
52,6.0,7.0,0.0,0.0,100.0,0.0,0.0,3.0,Nathan Ellis,"September 22, 1994, Greenacre, New South Wales",28y 316d,Right hand Bat,Right arm Fast medium,Bowler,Australia,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/329700/329711.png",2021,2023,28.0,0.0,153.0,5.0,5.19,80.0,13.0,1.0,5.0,2.0,0.0,168.0,4.0,0.0,0.0,2.0,Bowler,0.0,0.0,0.0,30.6,33.6,11.0,0.12962302936588893,Nathan Ellis,/cricketers/nathan-ellis-826915
53,2.0,2.0,0.0,0.0,100.0,0.0,0.0,1.0,Mitchell Swepson,"October 04, 1993",29y 304d,Right hand Bat,Legbreak,Bowler,Australia,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321600/321605.png",2018,2022,26.2,0.0,161.0,3.0,6.136666666666667,67.0,12.0,5.0,2.0,0.0,0.0,158.0,3.0,0.0,0.0,2.0,Bowler,0.0,0.0,0.0,53.666666666666664,52.666666666666664,12.0,0.09183206794900117,Mitchell Swepson,/cricketers/mitchell-swepson-590326
54,981.0,1088.0,88.0,26.0,75.93152173913043,0.0,5.0,46.0,Marcus Stoinis,"August 16, 1989, Perth",33y 353d,Right hand Bat,Right arm Medium,Bowling Allrounder,Australia,https://wassets.hscicdn.com/static/images/lazyimage-transparent.png,2015,2023,237.4,3.0,1414.0,35.0,6.075555555555555,663.0,115.0,27.0,30.0,5.0,0.0,1430.0,45.0,15.0,0.0,21.32608695652174,Bowling Allrounder,10.477941176470589,10.869565217391305,0.0,40.4,40.857142857142854,1.0,60.27185368911376,Marcus Stoinis,/cricketers/marcus-stoinis-325012
55,128.0,119.0,15.0,2.0,93.88428571428572,0.0,0.0,7.0,Sean Abbott,"February 29, 1992, Windsor, New South Wales",31y 157d,Right hand Bat,Right arm Fast medium,Bowling Allrounder,Australia,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321600/321601.png",2014,2023,77.0,7.0,390.0,12.0,4.795,259.0,37.0,6.0,9.0,0.0,0.0,462.0,10.0,4.0,0.0,18.285714285714285,Bowling Allrounder,14.285714285714285,0.0,0.0,32.5,38.5,2.0,24.244952889446324,Sean Abbott,/cricketers/sean-abbott-398666
56,8.0,16.0,0.0,0.0,71.425,0.0,0.0,2.0,Michael Neser,"March 29, 1990, Pretoria, South Africa",33y 128d,Right hand Bat,Right arm Medium fast,Bowling Allrounder,Australia,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321600/321609.png",2018,2022,16.4,1.0,120.0,2.0,7.14,55.0,19.0,2.0,1.0,1.0,0.0,100.0,2.0,0.0,0.0,4.0,Bowling Allrounder,0.0,0.0,0.0,60.0,50.0,3.0,12.399810084033613,Michael Neser,/cricketers/michael-neser-376169
57,1610.0,1818.0,150.0,17.0,80.57027027027027,4.0,10.0,37.0,Steven Smith,"June 02, 1989, Sydney, New South Wales",34y 63d,Right hand Bat,Legbreak Googly,Middle order Batter,Australia,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316600/316609.png",2010,2023,5.0,0.0,40.0,1.0,9.25,14.0,1.0,4.0,1.0,0.0,0.0,30.0,4.0,81.0,0.0,43.513513513513516,Middle order Batter,9.185918591859187,27.027027027027028,10.81081081081081,40.0,30.0,1.0,289.7756874796107,Steven Smith,/cricketers/steven-smith-267192
58,978.0,925.0,119.0,19.0,91.22416666666668,2.0,8.0,24.0,Travis Head,"December 29, 1993, Adelaide, South Australia",29y 218d,Left hand Bat,Right arm Offbreak,Middle order Batter,Australia,https://wassets.hscicdn.com/static/images/lazyimage-transparent.png,2016,2023,22.5,0.0,151.0,2.0,6.554285714285713,51.0,14.0,2.0,0.0,0.0,0.0,137.0,7.0,14.0,0.0,40.75,Middle order Batter,14.91891891891892,33.33333333333333,8.333333333333332,75.5,68.5,2.0,190.59115561388296,Travis Head,/cricketers/travis-head-530011
59,483.0,500.0,36.0,5.0,86.36615384615385,1.0,3.0,13.0,Peter Handscomb,"April 26, 1991, Melbourne, Victoria",32y 100d,Right hand Bat,,Batter,Australia,https://wassets.hscicdn.com/static/images/lazyimage-transparent.png,2016,2023,,,,,,,,,,,,,,14.0,0.0,37.15384615384615,Middle order Batter,8.200000000000001,23.076923076923077,7.6923076923076925,,,3.0,105.70098254204594,Peter Handscomb,/cricketers/peter-handscomb-334337
60,2481.0,2896.0,215.0,66.0,68.9093442622951,9.0,13.0,61.0,Aaron Finch,"November 17, 1986, Colac, Victoria",36y 260d,Right hand Bat,Slow Left arm Orthodox,Top order Batter,Australia,https://wassets.hscicdn.com/static/images/lazyimage-transparent.png,2011,2022,25.0,0.0,146.0,2.0,6.843333333333334,62.0,12.0,3.0,2.0,0.0,0.0,150.0,9.0,71.0,0.0,40.67213114754098,Top order Batter,9.703038674033149,21.311475409836063,14.754098360655737,73.0,75.0,1.0,302.83756371959487,Aaron Finch,/cricketers/aaron-finch-5334
61,1760.0,1916.0,196.0,22.0,84.35048780487804,5.0,10.0,41.0,David Warner,"October 27, 1986, Paddington, New South Wales",36y 281d,Left hand Bat,Legbreak,Opening Batter,Australia,https://wassets.hscicdn.com/static/images/lazyimage-transparent.png,2009,2023,,,,,,,,,,,,,,62.0,0.0,42.926829268292686,Top order Batter,11.377870563674323,24.390243902439025,12.195121951219512,,,2.0,235.87360114729745,David Warner,/cricketers/david-warner-219889
62,1085.0,1278.0,107.0,5.0,82.69727272727272,2.0,8.0,22.0,Usman Khawaja,"December 18, 1986, Islamabad, Pakistan",36y 229d,Left hand Bat,Right arm Medium,Top order Batter,Australia,https://wassets.hscicdn.com/static/images/lazyimage-transparent.png,2011,2023,,,,,,,,,,,,,,13.0,0.0,49.31818181818182,Top order Batter,8.763693270735525,36.36363636363637,9.090909090909092,,,3.0,165.7085305474852,Usman Khawaja,/cricketers/usman-khawaja-215155
63,1667.0,1896.0,154.0,14.0,87.40155172413793,1.0,7.0,58.0,Alex Carey,"August 27, 1991, Loxton, South Australia",31y 342d,Left hand Bat,,Wicketkeeper Batter,Australia,https://wassets.hscicdn.com/static/images/lazyimage-transparent.png,2018,2023,,,,,,,,,,,,,,73.0,8.0,28.74137931034483,Wicketkeeper Batter,8.860759493670885,12.068965517241379,1.7241379310344827,,,1.0,173.0576079357364,Alex Carey,/cricketers/alex-carey-326434
64,223.0,278.0,19.0,5.0,61.038,1.0,1.0,5.0,Ben McDermott,"December 12, 1994, Brisbane",28y 235d,Right hand Bat,Right arm Medium,Wicketkeeper Batter,Australia,https://wassets.hscicdn.com/static/images/lazyimage-transparent.png,2018,2022,,,,,,,,,,,,,,0.0,0.0,44.6,Wicketkeeper Batter,8.633093525179856,20.0,20.0,,,2.0,51.42799477934591,Ben McDermott,/cricketers/ben-mcdermott-603410
65,90.0,124.0,7.0,2.0,75.33666666666666,0.0,1.0,3.0,Matthew Wade,"December 26, 1987, Hobart, Tasmania",35y 221d,Left hand Bat,Right arm Medium,Wicketkeeper Batter,Australia,https://wassets.hscicdn.com/static/images/lazyimage-transparent.png,2011,2022,,,,,,,,,,,,,,108.0,9.0,30.0,Wicketkeeper Batter,7.258064516129033,33.33333333333333,0.0,,,3.0,34.94026415112876,Matthew Wade,/cricketers/matthew-wade-230193
66,41.0,53.0,3.0,1.0,69.59666666666668,0.0,0.0,3.0,Josh Inglis,"March 04, 1995, Leeds, Yorkshire, England",28y 153d,Right hand Bat,,Wicketkeeper Batter,Australia,https://wassets.hscicdn.com/static/images/lazyimage-transparent.png,2022,2023,,,,,,,,,,,,,,0.0,0.0,13.666666666666666,Wicketkeeper Batter,7.547169811320755,0.0,0.0,,,4.0,12.212829865585052,Josh Inglis,/cricketers/josh-inglis-662235
67,80.0,131.0,5.0,5.0,83.34941176470589,0.0,0.0,17.0,Lungi Ngidi,"March 29, 1996, Durban, Natal",27y 128d,Right hand Bat,Right arm Fast medium,Bowler,South Africa,https://wassets.hscicdn.com/static/images/lazyimage-transparent.png,2017,2023,346.6,19.0,2004.0,73.0,5.720697674418605,1131.0,227.0,36.0,53.0,5.0,1.0,2082.0,43.0,11.0,0.0,4.705882352941177,Bowler,7.633587786259542,0.0,0.0,27.45205479452055,28.52054794520548,1.0,0.807234710246729,Lungi Ngidi,/cricketers/lungi-ngidi-542023
68,157.0,192.0,12.0,4.0,85.3155,0.0,0.0,20.0,Kagiso Rabada,"May 25, 1995, Johannesburg",28y 71d,Left hand Bat,Right arm Fast,Bowler,South Africa,https://wassets.hscicdn.com/static/images/lazyimage-transparent.png,2014,2023,393.0,27.0,1960.0,65.0,4.9565909090909095,1422.0,201.0,31.0,72.0,15.0,1.0,2362.0,44.0,31.0,0.0,7.85,Bowler,8.333333333333332,0.0,0.0,30.153846153846153,36.33846153846154,2.0,0.7319970707832493,Kagiso Rabada,/cricketers/kagiso-rabada-550215
69,18.0,43.0,1.0,0.0,27.17,0.0,0.0,8.0,Tabraiz Shamsi,"February 18, 1990, Johannesburg, Gauteng",33y 167d,Right hand Bat,Left arm Wrist spin,Bowler,South Africa,https://wassets.hscicdn.com/static/images/lazyimage-transparent.png,2016,2023,303.0,5.0,1713.0,49.0,5.886571428571429,883.0,133.0,40.0,52.0,1.0,1.0,1822.0,35.0,8.0,0.0,2.25,Bowler,2.3255813953488373,0.0,0.0,34.95918367346939,37.183673469387756,3.0,0.5602729390709382,Tabraiz Shamsi,/cricketers/tabraiz-shamsi-379145
