,Runs_scored_batting,balls faced,4s_batting,6s_batting,strikerate,Num_matches_batted,Name,Born,Age,Batting_Style,Bowling_Style,Playing_Role,National_Team,player_img,career_start,career_latest,Overs,Maindens,runs_given_baller,wickets_baller,economy_baller,dot_balls_baller,4s_baller,6s_baller,wides_baller,NB_baller,Num_matches_bowled,catches,stumps,batting_average,Playing_Role_New,Rank,Combined_Rank,Is_Captain
197,89.0,85.0,14.0,2.0,45.032,5.0,Bhanuka Rajapaksa,"October 24, 1991, Colombo",31y 284d,Left hand Bat,Right arm Medium,Top order Batter,Sri Lanka,,2019,2023,,,,,,,,,,,,0.0,0.0,17.8,Top order Batter,10.0,48.691199999999995,
198,52.0,91.0,3.0,0.0,63.69499999999999,6.0,Asela Gunaratne,"January 08, 1986, Kandy",37y 208d,Right hand Bat,Right arm Medium fast,Batter,Sri Lanka,,2016,2019,22.0,0.0,124.0,4.0,5.3759999999999994,46.0,5.0,3.0,1.0,0.0,5.0,10.0,0.0,8.666666666666666,Top order Batter,11.0,40.926583333333326,
199,1336.0,1396.0,151.0,11.0,85.68882352941176,34.0,Kusal Perera,"August 17, 1990, Kalubowila",32y 352d,Left hand Bat,,Wicketkeeper Batter,Sri Lanka,,2013,2023,,,,,,,,,,,,47.0,3.0,39.294117647058826,Wicketkeeper Batter,1.0,41.426,
200,566.0,758.0,33.0,9.0,70.239,20.0,Dinesh Chandimal,"November 18, 1989, Balapitiya",33y 259d,Right hand Bat,Right arm Offbreak,Wicketkeeper Batter,Sri Lanka,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Dinesh_Chandimal_2.JPG/220px-Dinesh_Chandimal_2.JPG,2010,2023,,,,,,,,,,,,62.0,8.0,28.3,Wicketkeeper Batter,2.0,40.037800000000004,
201,1789.0,2125.0,159.0,30.0,68.59507692307693,65.0,Kusal Mendis,"February 02, 1995, Moratuwa",28y 183d,Right hand Bat,Legbreak,Wicketkeeper Batter,Sri Lanka,,2015,2023,,,,,,,,,,,,67.0,3.0,27.523076923076925,Wicketkeeper Batter,3.0,39.47593846153846,
202,595.0,642.0,74.0,5.0,87.36238095238096,21.0,Niroshan Dickwella,"June 23, 1993, Kandy",30y 42d,Left hand Bat,,Wicketkeeper Batter,Sri Lanka,,2014,2023,,,,,,,,,,,,41.0,11.0,28.333333333333332,Wicketkeeper Batter,4.0,38.97247619047619,
203,358.0,378.0,40.0,0.0,78.38818181818182,11.0,Sadeera Samarawickrama,"August 30, 1995, Colombo",27y 339d,Right hand Bat,,Wicketkeeper Batter,Sri Lanka,,2017,2023,,,,,,,,,,,,1.0,0.0,32.54545454545455,Wicketkeeper Batter,5.0,25.69127272727273,
204,765.0,1149.0,48.0,13.0,58.06965517241379,29.0,Bas de Leede,"November 15, 1999",23y 262d,Right hand Bat,Right arm Fast medium,Batting Allrounder,Netherlands,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Bas_de_Leede_2023.jpg/220px-Bas_de_Leede_2023.jpg,2018,2023,128.9,2.0,770.0,24.0,6.234782608695652,398.0,80.0,9.0,42.0,3.0,23.0,14.0,0.0,26.379310344827587,Batting Allrounder,1.0,186.30372413793106,
205,501.0,527.0,35.0,12.0,66.783,20.0,Teja Nidamanuru,"August 22, 1994, Vijayawada, Andhra Pradesh",28y 347d,Right hand Bat,Right arm Offbreak,Batting Allrounder,Netherlands,,2022,2023,1.0,0.0,8.0,0.0,8.0,3.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,25.05,Batting Allrounder,2.0,131.9232,
206,211.0,280.0,18.0,2.0,75.27,6.0,Colin Ackermann,"April 04, 1991, George, South Africa",32y 122d,Right hand Bat,Right arm Offbreak,Batting Allrounder,Netherlands,,2019,2023,44.0,1.0,217.0,4.0,4.725714285714285,137.0,17.0,5.0,3.0,0.0,7.0,5.0,0.0,35.166666666666664,Batting Allrounder,3.0,80.14133333333334,
207,337.0,417.0,22.0,9.0,88.90499999999999,24.0,Logan van Beek,"September 07, 1990, Christchurch, Canterbury",32y 331d,Right hand Bat,Right arm Medium fast,Bowler,Netherlands,,2014,2023,214.0,14.0,1136.0,34.0,5.3228,749.0,111.0,19.0,58.0,2.0,25.0,15.0,0.0,14.041666666666666,Bowler,1.0,20.475148418125798,
208,68.0,116.0,2.0,1.0,66.16466666666666,15.0,Fred Klaassen,"November 13, 1992, Haywards Heath, Sussex",30y 264d,Right hand Bat,Left arm Fast medium,Bowler,Netherlands,,2018,2023,174.3,12.0,753.0,32.0,4.353684210526316,658.0,66.0,8.0,41.0,7.0,19.0,5.0,0.0,4.533333333333333,Bowler,2.0,19.291876208897484,
209,12.0,33.0,0.0,1.0,21.87375,8.0,Vivian Kingma,"October 23, 1994, The Hague, Netherlands",28y 285d,Right hand Bat,Right arm Medium fast,Bowler,Netherlands,,2014,2023,134.8,7.0,730.0,21.0,5.429411764705883,479.0,64.0,18.0,28.0,17.0,17.0,4.0,0.0,1.5,Bowler,3.0,12.673672806067172,
210,100.0,171.0,7.0,2.0,59.91444444444445,18.0,Aryan Dutt,"May 12, 2003",20y 84d,Right hand Bat,Right arm Offbreak,Bowler,Netherlands,,2021,2023,185.8,11.0,965.0,20.0,5.4056,595.0,71.0,30.0,4.0,0.0,25.0,3.0,0.0,5.555555555555555,Bowler,4.0,12.0739973360959,
211,56.0,68.0,2.0,2.0,68.947,10.0,Paul van Meekeren,"January 15, 1993, Amsterdam, Netherlands",30y 201d,Right hand Bat,Right arm Fast medium,Bowler,Netherlands,,2013,2023,86.0,7.0,461.0,14.0,5.300909090909091,309.0,49.0,6.0,20.0,1.0,11.0,4.0,0.0,5.6,Bowler,5.0,8.475458754930544,
212,64.0,108.0,3.0,0.0,61.1075,8.0,Shariz Ahmad,"April 21, 2003",20y 105d,Left hand Bat,Legbreak Googly,Bowler,Netherlands,,2022,2023,64.4,2.0,404.0,13.0,6.542,175.0,39.0,9.0,1.0,0.0,10.0,3.0,0.0,8.0,Bowler,6.0,7.861143381228982,
213,35.0,65.0,1.0,0.0,81.47749999999999,8.0,Ryan Klein,"June 15, 1997, Panorama Medi Clinic, Cape Town",26y 50d,Right hand Bat,Right arm Medium fast,Bowler,Netherlands,,2022,2023,95.3,5.0,480.0,12.0,5.160833333333334,317.0,44.0,7.0,12.0,0.0,12.0,3.0,0.0,4.375,Bowler,7.0,7.277506862586791,
214,29.0,46.0,3.0,0.0,63.00833333333333,6.0,Brandon Glover,"April 03, 1997, Johannesburg, Gauteng, South Africa",26y 123d,Right hand Bat,Right arm Fast,Bowler,Netherlands,,2019,2023,73.0,2.0,444.0,9.0,6.305555555555555,250.0,40.0,11.0,57.0,1.0,9.0,3.0,0.0,4.833333333333333,Bowler,8.0,5.463436123348017,
215,13.0,17.0,2.0,0.0,54.6425,4.0,Clayton Floyd,"August 07, 1996",26y 362d,Right hand Bat,Slow Left arm Orthodox,Bowler,Netherlands,,2019,2023,63.0,3.0,305.0,5.0,5.113333333333333,198.0,23.0,6.0,2.0,1.0,9.0,2.0,0.0,3.25,Bowler,9.0,3.078226857887875,
216,50.0,61.0,1.0,4.0,52.475,2.0,Timm van der Gugten,"February 25, 1991, Hornsby, Upper North Shore, Sydney",32y 160d,Right hand Bat,Right arm Fast medium,Bowler,Netherlands,,2012,2022,33.0,4.0,110.0,4.0,3.4475,124.0,8.0,0.0,2.0,0.0,4.0,0.0,0.0,25.0,Bowler,10.0,2.5160261058738214,
217,44.0,80.0,2.0,0.0,50.00833333333333,6.0,Philippe Boissevain,"October 18, 2000",22y 290d,Right hand Bat,Legbreak Googly,Bowler,Netherlands,,2019,2022,46.3,0.0,326.0,4.0,7.1450000000000005,121.0,22.0,14.0,4.0,2.0,6.0,2.0,0.0,7.333333333333333,Bowler,11.0,2.455983205038488,
218,33.0,27.0,1.0,2.0,100.83250000000001,4.0,Shane Snater,"March 24, 1996, Harare, Zimbabwe",27y 133d,Right hand Bat,Right arm Fast medium,Bowler,Netherlands,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/2_09_Shane_Snater.jpg/220px-2_09_Shane_Snater.jpg,2018,2022,24.6,1.0,188.0,2.0,7.5200000000000005,70.0,21.0,5.0,1.0,1.0,4.0,5.0,0.0,8.25,Bowler,12.0,1.253191489361702,
219,29.0,55.0,3.0,0.0,51.583333333333336,3.0,Boris Gorlee,"February 22, 2001, The Hague",22y 163d,Right hand Bat,Right arm Offbreak,,Netherlands,,2022,2022,,,,,,,,,,,,0.0,0.0,9.666666666666666,Bowler,,,
220,57.0,54.0,5.0,1.0,105.55,1.0,Roelof van der Merwe,"December 31, 1984, Johannesburg, Transvaal",38y 216d,Right hand Bat,Slow Left arm Orthodox,Bowling Allrounder,Netherlands,,2009,2022,20.0,0.0,124.0,2.0,6.276666666666666,55.0,11.0,4.0,0.0,1.0,3.0,6.0,0.0,57.0,Bowling Allrounder,1.0,43.696864046733936,
221,250.0,409.0,18.0,3.0,61.335,18.0,Pieter Seelaar,"July 02, 1987, Schiedam",36y 33d,Right hand Bat,Slow Left arm Orthodox,Bowling Allrounder,Netherlands,,2006,2022,154.0,7.0,705.0,15.0,4.798,495.0,37.0,24.0,3.0,0.0,20.0,18.0,0.0,13.88888888888889,Bowling Allrounder,2.0,25.71996181279237,
222,181.0,268.0,14.0,4.0,65.34076923076924,13.0,Saqib Zulfiqar,"March 28, 1997",26y 129d,Right hand Bat,Legbreak,Bowling Allrounder,Netherlands,,2018,2023,47.0,1.0,296.0,8.0,7.616,127.0,23.0,8.0,8.0,0.0,10.0,1.0,0.0,13.923076923076923,Bowling Allrounder,3.0,24.813106658047836,
223,6.0,14.0,0.0,0.0,18.75,4.0,Tim Pringle,"August 29, 2002, The Hague",20y 340d,Right hand Bat,Slow Left arm Orthodox,Bowling Allrounder,Netherlands,,2022,2022,33.1,1.0,221.0,1.0,6.7700000000000005,82.0,20.0,6.0,1.0,0.0,4.0,0.0,0.0,1.5,Bowling Allrounder,4.0,6.254542097488922,
224,410.0,479.0,44.0,6.0,67.64294117647059,17.0,Wesley Barresi,"May 03, 1984, Johannesburg",39y 93d,Right hand Bat,Right arm Offbreak,Batter,Netherlands,,2010,2023,2.0,0.0,17.0,0.0,8.5,4.0,3.0,0.0,0.0,0.0,2.0,20.0,8.0,24.11764705882353,Middle order Batter,1.0,172.2340588235294,
225,343.0,423.0,33.0,4.0,72.59555555555556,9.0,Tom Cooper,"November 26, 1986, Wollongong, New South Wales",36y 251d,Right hand Bat,Right arm Offbreak,Middle order Batter,Netherlands,,2010,2023,16.0,0.0,78.0,1.0,5.0925,51.0,6.0,2.0,1.0,0.0,4.0,17.0,0.0,38.111111111111114,Middle order Batter,2.0,155.16755555555557,
226,110.0,146.0,15.0,2.0,58.04666666666666,9.0,Ben Cooper,"February 10, 1992, Lismore, New South Wales",31y 175d,Left hand Bat,Right arm Medium,Middle order Batter,Netherlands,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Ben_Cooper_1954.jpg/220px-Ben_Cooper_1954.jpg,2013,2021,,,,,,,,,,,,2.0,0.0,12.222222222222221,Middle order Batter,3.0,60.19177777777777,
227,7.0,6.0,1.0,0.0,116.66,1.0,Noah Croes,"December 13, 1999",23y 234d,Right hand Bat,,Batter,Netherlands,,2023,2023,,,,,,,,,,,,2.0,0.0,7.0,Middle order Batter,4.0,39.897999999999996,
228,1158.0,1565.0,114.0,14.0,64.40878787878788,33.0,Max O'Dowd,"March 04, 1994, Auckland",29y 153d,Right hand Bat,Right arm Offbreak,Opening Batter,Netherlands,,2015,2023,7.1,0.0,39.0,0.0,7.140000000000001,24.0,3.0,1.0,3.0,0.0,3.0,5.0,0.0,35.09090909090909,Top order Batter,1.0,382.2248939393939,
229,808.0,1047.0,97.0,12.0,71.89399999999999,25.0,Vikramjit Singh,"January 09, 2003, Cheema Khurd, Punjab",20y 207d,Left hand Bat,Right arm Medium,Opening Batter,Netherlands,,2019,2023,29.0,1.0,169.0,7.0,7.309999999999999,97.0,16.0,4.0,7.0,1.0,9.0,6.0,0.0,32.32,Top order Batter,2.0,278.87489999999997,
230,262.0,357.0,33.0,5.0,66.41090909090909,11.0,Stephan Myburgh,"February 28, 1984, Pretoria, Transvaal",39y 157d,Left hand Bat,Right arm Offbreak,Opening Batter,Netherlands,,2011,2022,,,,,,,,,,,,4.0,0.0,23.818181818181817,Top order Batter,3.0,110.18018181818181,
231,241.0,366.0,23.0,3.0,55.97538461538462,13.0,Musa Ahmad,"December 10, 1997, Lahore",25y 237d,Left hand Bat,Legbreak,Opening Batter,Netherlands,,2021,2023,,,,,,,,,,,,4.0,0.0,18.53846153846154,Top order Batter,4.0,98.37984615384616,
232,72.0,66.0,12.0,2.0,91.99000000000001,3.0,Tobias Visee,"January 21, 1991, The Hague",32y 195d,Right hand Bat,,Batter,Netherlands,,2015,2021,,,,,,,,,,,,2.0,0.0,24.0,Top order Batter,5.0,62.1965,
233,1212.0,1307.0,93.0,12.0,81.50399999999999,35.0,Scott Edwards,"August 23, 1996, Tonga",26y 346d,Right hand Bat,,Wicketkeeper Batter,Netherlands,,2018,2023,,,,,,,,,,,,36.0,6.0,34.628571428571426,Wicketkeeper Batter,1.0,37.18937142857143,Yes
234,829.0,923.0,66.0,14.0,84.69363636363636,22.0,Daryl Mitchell,"May 20, 1991, Hamilton",32y 76d,Right hand Bat,Right arm Medium,Batting Allrounder,New Zealand,,2019,2023,38.0,1.0,213.0,11.0,5.814,116.0,18.0,6.0,8.0,0.0,10.0,10.0,0.0,37.68181818181818,Batting Allrounder,1.0,209.4138181818182,
235,626.0,595.0,41.0,26.0,111.65,26.0,James Neesham,"September 17, 1990, Auckland",32y 321d,Left hand Bat,Right arm Medium fast,Batting Allrounder,New Zealand,,2012,2023,193.9,4.0,1106.0,35.0,5.9716129032258065,610.0,106.0,20.0,40.0,6.0,31.0,26.0,0.0,24.076923076923077,Batting Allrounder,2.0,181.67538461538462,
236,510.0,430.0,45.0,24.0,98.599375,16.0,Michael Bracewell,"February 14, 1991, Masterton, Wairarapa",32y 171d,Left hand Bat,Right arm Offbreak,Batting Allrounder,New Zealand,,2022,2023,121.0,4.0,616.0,15.0,5.473333333333333,379.0,48.0,17.0,2.0,0.0,18.0,9.0,0.0,31.875,Batting Allrounder,3.0,150.81475,
237,86.0,81.0,8.0,1.0,111.41000000000001,3.0,Rachin Ravindra,"November 18, 1999, Wellington",23y 259d,Left hand Bat,Slow Left arm Orthodox,Batting Allrounder,New Zealand,,2021,2023,27.3,0.0,193.0,4.0,7.02,63.0,17.0,5.0,2.0,0.0,3.0,2.0,0.0,28.666666666666668,Batting Allrounder,4.0,68.29733333333334,
238,98.0,84.0,8.0,3.0,101.12,3.0,Cole McConchie,"January 12, 1992, Christchurch",31y 204d,Right hand Bat,Right arm Offbreak,Batting Allrounder,New Zealand,,2021,2023,21.0,0.0,114.0,1.0,5.8999999999999995,52.0,3.0,4.0,1.0,0.0,3.0,3.0,0.0,32.666666666666664,Batting Allrounder,5.0,66.78133333333334,
239,47.0,78.0,4.0,0.0,53.946666666666665,3.0,George Worker,"August 23, 1989, Palmerston North",33y 346d,Left hand Bat,Slow Left arm Orthodox,Batting Allrounder,New Zealand,,2015,2018,,,,,,,,,,,,5.0,0.0,15.666666666666666,Batting Allrounder,,,
240,87.0,96.0,9.0,2.0,91.92263157894736,19.0,Trent Boult,"July 22, 1989, Rotorua",34y 13d,Right hand Bat,Left arm Fast medium,Bowler,New Zealand,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/2018.02.03.22.23.14-AUSvNZL_T20_AUS_innings%2C_SCG_%2839533156665%29.jpg/220px-2018.02.03.22.23.14-AUSvNZL_T20_AUS_innings%2C_SCG_%2839533156665%29.jpg,2011,2022,394.7,32.0,1920.0,83.0,4.839047619047619,1449.0,203.0,27.0,75.0,2.0,42.0,37.0,0.0,4.578947368421052,Bowler,1.0,49.88266089352489,
241,82.0,152.0,4.0,1.0,58.643157894736845,19.0,Lockie Ferguson,"June 13, 1991, Auckland",32y 52d,Right hand Bat,Right arm Fast,Bowler,New Zealand,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Lockie_Ferguson.jpg/220px-Lockie_Ferguson.jpg,2016,2023,381.6,8.0,2118.0,72.0,5.501666666666667,1297.0,219.0,40.0,101.0,3.0,42.0,12.0,0.0,4.315789473684211,Bowler,2.0,43.2727052408361,
242,63.0,79.0,5.0,2.0,81.57600000000001,15.0,Matt Henry,"December 14, 1991, Christchurch, Canterbury",31y 233d,Right hand Bat,Right arm Fast medium,Bowler,New Zealand,,2014,2023,341.0,37.0,1636.0,63.0,4.7700000000000005,1258.0,180.0,29.0,26.0,3.0,37.0,23.0,0.0,4.2,Bowler,3.0,37.883857442348,
243,157.0,184.0,12.0,2.0,85.2745,20.0,Tim Southee,"December 11, 1988, Whangarei, Northland",34y 236d,Right hand Bat,Right arm Medium fast,Bowler,New Zealand,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Tim_Southee.jpg/220px-Tim_Southee.jpg,2008,2023,258.5,16.0,1451.0,44.0,5.5343333333333335,900.0,157.0,38.0,44.0,0.0,30.0,43.0,0.0,7.85,Bowler,4.0,26.472276094681682,
244,160.0,206.0,7.0,7.0,76.85888888888888,18.0,Ish Sodhi,"October 31, 1992, Ludhiana, India",30y 277d,Right hand Bat,Legbreak,Bowler,New Zealand,https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/2018.02.03.20.52.20-AUSvNZL_T20_NZL_innings%2C_SCG_%2838618201470%29_%28Sodhi_cropped%29.jpg/220px-2018.02.03.20.52.20-AUSvNZL_T20_NZL_innings%2C_SCG_%2838618201470%29_%28Sodhi_cropped%29.jpg,2013,2023,235.9,7.0,1320.0,36.0,5.5888888888888895,644.0,73.0,41.0,18.0,2.0,27.0,10.0,0.0,8.88888888888889,Bowler,5.0,21.671570576540752,
245,16.0,28.0,1.0,0.0,52.348571428571425,7.0,Blair Tickner,"October 13, 1993, Napier, Hawke's Bay",29y 295d,Right hand Bat,Right arm Medium fast,Bowler,New Zealand,,2019,2023,103.5,4.0,679.0,16.0,6.449999999999999,308.0,71.0,20.0,25.0,1.0,13.0,5.0,0.0,2.2857142857142856,Bowler,6.0,9.662015503875969,
246,18.0,39.0,0.0,0.0,34.95333333333333,6.0,Henry Shipley,"May 10, 1996, Darfield, Canterbury",27y 86d,Right hand Bat,Right arm Medium fast,Bowler,New Zealand,,2023,2023,64.3,4.0,359.0,15.0,5.46625,213.0,41.0,6.0,17.0,0.0,8.0,2.0,0.0,3.0,Bowler,7.0,9.073176309169906,
247,34.0,31.0,2.0,2.0,126.38666666666666,3.0,Kyle Jamieson,"December 30, 1994, Auckland",28y 217d,Right hand Bat,Right arm Fast medium,Bowler,New Zealand,,2020,2022,68.4,6.0,296.0,11.0,4.365,266.0,27.0,6.0,11.0,4.0,8.0,2.0,0.0,11.333333333333334,Bowler,8.0,6.691638029782359,
248,7.0,19.0,0.0,0.0,25.923333333333332,3.0,Adam Milne,"April 13, 1992, Palmerston North",31y 113d,Right hand Bat,Right arm Fast,Bowler,New Zealand,,2010,2023,47.0,1.0,274.0,9.0,5.782,147.0,31.0,4.0,8.0,0.0,5.0,22.0,0.0,2.3333333333333335,Bowler,9.0,5.469180214458664,
249,0.0,2.0,0.0,0.0,0.0,1.0,Jacob Duffy,"August 02, 1994, Lumsden, Southland",29y 2d,Right hand Bat,Right arm Fast medium,Bowler,New Zealand,,2020,2023,26.4,1.0,204.0,7.0,7.516666666666667,85.0,20.0,10.0,10.0,3.0,3.0,0.0,0.0,0.0,Bowler,10.0,4.253215077605321,
250,15.0,19.0,2.0,0.0,76.38666666666667,3.0,Todd Astle,"September 24, 1986, Palmerston North, New Zealand",36y 314d,Right hand Bat,Legbreak,Bowler,New Zealand,,2012,2021,29.0,0.0,175.0,6.0,5.928,90.0,14.0,7.0,2.0,0.0,5.0,2.0,0.0,5.0,Bowler,11.0,3.6674763832658566,
251,,,,,,,Hamish Bennett,"February 22, 1987, Timaru",36y 163d,Left hand Bat,Right arm Medium fast,Bowler,New Zealand,,2010,2021,29.0,1.0,199.0,6.0,6.846666666666667,81.0,18.0,5.0,10.0,0.0,3.0,3.0,0.0,,Bowler,12.0,3.6584225900681595,
252,142.0,139.0,10.0,7.0,115.74600000000001,5.0,Doug Bracewell,"September 28, 1990, Tauranga, Bay of Plenty",32y 310d,Right hand Bat,Right arm Fast medium,Bowler,New Zealand,,2011,2023,37.0,3.0,178.0,4.0,4.808,136.0,21.0,1.0,10.0,0.0,5.0,5.0,0.0,28.4,Bowler,13.0,2.4831946755407652,
253,1.0,3.0,0.0,0.0,33.33,1.0,Ben Lister,"January 01, 1996, Henderson, Auckland",27y 215d,Right hand Bat,Left arm Medium,Bowler,New Zealand,,2023,2023,10.0,0.0,57.0,1.0,5.7,33.0,6.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,Bowler,14.0,0.6701754385964912,
254,707.0,772.0,53.0,18.0,103.27342857142858,35.0,Mitchell Santner,"February 05, 1992, Hamilton",31y 180d,Left hand Bat,Slow Left arm Orthodox,Bowling Allrounder,New Zealand,,2015,2023,378.9,10.0,1826.0,39.0,4.848695652173913,1180.0,117.0,45.0,31.0,1.0,46.0,37.0,0.0,20.2,Bowling Allrounder,1.0,46.76327677802828,
255,528.0,479.0,48.0,17.0,99.01076923076924,26.0,Colin de Grandhomme,"July 22, 1986, Harare",37y 13d,Right hand Bat,Right arm Medium fast,Bowling Allrounder,New Zealand,,2012,2022,189.0,9.0,843.0,22.0,5.039090909090909,653.0,78.0,8.0,32.0,1.0,33.0,17.0,0.0,20.307692307692307,Bowling Allrounder,2.0,40.40445892948834,
256,229.0,204.0,18.0,12.0,73.05199999999999,10.0,Mark Chapman,"June 27, 1994, Hong Kong",29y 38d,Left hand Bat,Slow Left arm Orthodox,Bowling Allrounder,New Zealand,,2014,2023,,,,,,,,,,,,3.0,0.0,22.9,Bowling Allrounder,,,
257,,,,,,,Michael Rippon,"September 14, 1991, Cape Town, Cape Province",31y 324d,Right hand Bat,Left arm Wrist spin,Bowling Allrounder,New Zealand,,2013,2022,,,,,,,,,,,,4.0,0.0,,Bowling Allrounder,,,
258,1813.0,2048.0,147.0,26.0,78.24263157894737,38.0,Ross Taylor,"March 08, 1984, Lower Hutt, Wellington",39y 149d,Right hand Bat,Right arm Offbreak,Middle order Batter,New Zealand,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Ross_Taylor_CNZM_%28cropped%29.jpg/220px-Ross_Taylor_CNZM_%28cropped%29.jpg,2006,2022,,,,,,,,,,,,142.0,0.0,47.71052631578947,Middle order Batter,1.0,674.7214736842104,
259,1838.0,2474.0,149.0,12.0,68.36195121951219,41.0,Kane Williamson,"August 08, 1990, Tauranga",32y 361d,Right hand Bat,Right arm Offbreak,Top order Batter,New Zealand,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Kane_Williamson_in_2019.jpg/220px-Kane_Williamson_in_2019.jpg,2010,2023,33.0,0.0,135.0,4.0,4.573333333333333,93.0,7.0,0.0,1.0,0.0,6.0,64.0,0.0,44.829268292682926,Top order Batter,1.0,591.0169268292683,Yes
260,1793.0,2075.0,175.0,49.0,80.43408163265306,49.0,Martin Guptill,"September 30, 1986, Auckland",36y 308d,Right hand Bat,Right arm Offbreak,Opening Batter,New Zealand,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Martin_Guptill_2_%28cropped%29.jpg/220px-Martin_Guptill_2_%28cropped%29.jpg,2009,2022,,,,,,,,,,,,104.0,0.0,36.59183673469388,Top order Batter,2.0,578.8590714285714,
261,1323.0,1651.0,121.0,12.0,66.46208333333333,48.0,Henry Nicholls,"November 15, 1991, Christchurch",31y 262d,Left hand Bat,Right arm Offbreak,Top order Batter,New Zealand,,2015,2023,,,,,,,,,,,,24.0,0.0,27.5625,Top order Batter,3.0,429.80860416666667,
262,592.0,653.0,55.0,12.0,72.67133333333332,15.0,Will Young,"November 22, 1992, New Plymouth",30y 255d,Right hand Bat,Right arm Offbreak,Top order Batter,New Zealand,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Will_Young_2011.jpg/220px-Will_Young_2011.jpg,2019,2023,,,,,,,,,,,,3.0,0.0,39.46666666666667,Top order Batter,4.0,216.8483,
263,578.0,537.0,76.0,14.0,92.85259259259259,27.0,Colin Munro,"March 11, 1987, Durban",36y 146d,Left hand Bat,Right arm Medium fast,Opening Batter,New Zealand,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Colin_Munro_with_the_Sydney_Sixers.jpg/220px-Colin_Munro_with_the_Sydney_Sixers.jpg,2012,2020,57.0,1.0,289.0,6.0,5.672499999999999,164.0,14.0,8.0,5.0,0.0,12.0,22.0,0.0,21.40740740740741,Top order Batter,5.0,213.39100000000002,
264,533.0,561.0,69.0,14.0,78.60823529411765,17.0,Finn Allen,"April 22, 1999, Auckland",24y 104d,Right hand Bat,,Top order Batter,New Zealand,,2021,2023,,,,,,,,,,,,6.0,0.0,31.352941176470587,Top order Batter,6.0,198.38641176470588,
265,84.0,97.0,12.0,0.0,70.64,4.0,Chad Bowes,"October 19, 1992",30y 289d,Right hand Bat,Right arm Medium,Top order Batter,New Zealand,,2023,2023,,,,,,,,,,,,4.0,0.0,21.0,Top order Batter,7.0,57.274,
266,1858.0,2080.0,142.0,25.0,70.36280701754386,57.0,Tom Latham,"April 02, 1992, Christchurch, Canterbury",31y 124d,Left hand Bat,Right arm Medium,Wicketkeeper Batter,New Zealand,,2012,2023,,,,,,,,,,,,111.0,15.0,32.59649122807018,Wicketkeeper Batter,1.0,55.35150877192982,
267,33.0,27.0,2.0,1.0,119.705,2.0,Tim Seifert,"December 14, 1994, Wanganui",28y 233d,Right hand Bat,,Wicketkeeper Batter,New Zealand,,2018,2023,,,,,,,,,,,,7.0,1.0,16.5,Wicketkeeper Batter,2.0,30.891000000000002,
268,733.0,847.0,83.0,11.0,66.69235294117647,17.0,Devon Conway,"July 08, 1991, Johannesburg, Transvaal",32y 27d,Left hand Bat,Right arm Medium,Wicketkeeper Batter,New Zealand,,2020,2023,,,,,,,,,,,,9.0,0.0,43.11764705882353,Wicketkeeper Batter,3.0,28.523764705882353,
269,351.0,387.0,26.0,14.0,87.05333333333333,12.0,Glenn Phillips,"December 06, 1996, East London, Eastern Cape, South Africa",26y 241d,Right hand Bat,Right arm Offbreak,Wicketkeeper Batter,New Zealand,,2017,2023,20.0,0.0,131.0,5.0,6.665,48.0,10.0,4.0,3.0,0.0,6.0,8.0,0.0,29.25,Wicketkeeper Batter,4.0,28.18566666666667,
270,32.0,37.0,3.0,0.0,86.48,1.0,Dane Cleaver,"January 01, 1992, Palmerston North",31y 215d,Right hand Bat,Legbreak,Wicketkeeper Batter,New Zealand,,2022,2022,,,,,,,,,,,,2.0,0.0,32.0,Wicketkeeper Batter,5.0,27.396,
271,138.0,167.0,18.0,0.0,90.35833333333333,6.0,Tom Blundell,"September 01, 1990, Wellington",32y 337d,Right hand Bat,Right arm Offbreak,Wicketkeeper Batter,New Zealand,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Blundell_Tom_280306_crop.jpg/220px-Blundell_Tom_280306_crop.jpg,2017,2023,,,,,,,,,,,,5.0,1.0,23.0,Wicketkeeper Batter,6.0,26.471666666666668,
