Player_Name,matches,inns,not_out,runs_scored,HS,batting_ave,ball_faced,batting_SR,100s,50s,fours,six,odi_year
Litton Das,72,72,7,2213,176,34.04,2513,88.06,5,10,235,39,2020-2020
Tamim Iqbal,241,239,12,8313,158,36.62,10584,78.54,14,56,918,103,2020-2020
Najmul Hossain Shanto,27,26,0,639,117,24.57,837,76.34,1,3,67,7,2020-2020
Mushfiqur Rahim,251,234,39,7257,144,37.21,9104,79.71,9,45,577,92,2020-2020
Mahmudullah,218,190,50,4950,128*,35.35,6498,76.17,3,27,368,77,2020-2020
Mohammad Mithun,34,30,4,714,73*,27.46,921,77.52,0,6,61,16,2020-2020
Mohammad Saifuddin,29,19,9,362,51*,36.20,422,85.78,0,2,29,6,2020-2020
Mehidy Hasan Miraz,77,50,9,888,100*,21.65,1153,77.01,1,2,79,15,2020-2020
Mashrafe Mortaza,220,158,28,1787,51*,13.74,2041,87.55,0,1,150,62,2020-2020
Tinashe Kamunhukamwe,7,7,0,94,51,13.42,139,67.62,0,1,9,4,2020-2020
Chamu Chibhabha,109,109,2,2474,99,23.12,3913,63.22,0,16,238,14,2020-2020
Regis Chakabva,61,57,3,1188,102,22.00,1751,67.84,1,4,93,9,2020-2020
Brendan Taylor,205,203,15,6684,145*,35.55,8721,76.64,11,39,599,106,2020-2020
Wessly Madhevere,36,34,0,705,72,20.73,919,76.71,0,5,65,5,2020-2020
Sikandar Raza,136,129,20,4089,141,37.51,4727,86.50,7,21,338,102,2020-2020
Richmond Mutumbami,36,34,2,618,74,19.31,847,72.96,0,3,61,13,2020-2020
Tinotenda Mutombodzi,14,13,1,177,34,14.75,234,75.64,0,0,16,3,2020-2020
Donald Tiripano,38,29,8,364,55*,17.33,549,66.30,0,1,30,8,2020-2020
Carl Mumba,7,7,3,32,13,8.00,55,58.18,0,0,1,1,2020-2020
Chris Mpofu,84,41,21,57,9*,2.85,210,27.14,0,0,1,0,2020-2020
Mustafizur Rahman,89,43,27,116,18*,7.25,211,54.97,0,0,14,0,2020-2020
Taijul Islam,18,12,1,110,39*,10.00,174,63.21,0,0,10,1,2020-2020
Shafiul Islam,60,34,12,134,24*,6.09,240,55.83,0,0,13,2,2020-2020
Sean Williams,156,151,20,4986,174,38.06,5751,86.69,8,35,447,57,2020-2020
Charlton Tshuma,2,1,0,0,0,0.00,1,0.00,0,0,0,0,2020-2020
Al-Amin Hossain,15,7,5,4,2*,2.00,20,20.00,0,0,0,0,2020-2020
Afif Hossain,28,24,5,546,93*,28.73,624,87.50,0,3,50,8,2020-2020
Jhye Richardson,15,9,4,93,29,18.60,107,86.91,0,0,7,0,2020-2020
Daryn Dupavillon,2,1,0,17,17,17.00,10,170.00,0,0,2,1,2020-2020
Lockie Ferguson,53,25,11,97,19,6.92,197,49.23,0,0,5,1,2020-2020
Trent Boult,99,45,24,191,21*,9.09,245,77.95,0,0,19,6,2020-2020
Harry Tector,38,36,6,1513,140,50.43,1800,84.05,4,11,116,40,2020-2020
Curtis Campher,30,24,2,757,120,34.40,936,80.87,1,5,68,10,2020-2020
James Vince,25,22,0,616,102,28.00,703,87.62,1,3,76,3,2020-2020
Sam Billings,28,23,2,702,118,33.42,771,91.05,1,5,74,8,2020-2020
David Willey,64,37,15,538,51,24.45,602,89.36,0,2,46,15,2020-2020
Reece Topley,22,10,7,18,6*,6.00,60,30.00,0,0,0,1,2020-2020
Josh Little,32,13,5,51,20,6.37,55,92.72,0,0,7,1,2020-2020
Marcus Stoinis,60,54,7,1326,146*,28.21,1433,92.53,1,6,113,44,2020-2020
Glenn Maxwell,128,117,14,3490,108,33.88,2796,124.82,2,23,333,128,2020-2020
Jos Buttler,165,138,26,4647,162*,41.49,3939,117.97,11,24,374,158,2020-2020
Jofra Archer,21,11,6,32,8*,6.40,48,66.66,0,0,3,0,2020-2020
Mark Wood,59,19,11,72,14,9.00,91,79.12,0,0,7,0,2020-2020
Imam-ul-Haq,59,59,6,2719,151,51.30,3276,82.99,9,16,216,26,2020-2020
Abid Ali,6,6,0,234,112,39.00,250,93.60,1,1,29,0,2020-2020
Babar Azam,100,98,12,5089,158,59.17,5702,89.24,18,26,458,51,2020-2020
Haris Sohail,45,44,5,1749,130,44.84,2046,85.48,2,14,138,28,2020-2020
Mohammad Rizwan,57,52,11,1408,115,34.34,1596,88.22,2,9,113,12,2020-2020
Iftikhar Ahmed,12,11,5,246,94*,41.00,242,101.65,0,1,22,6,2020-2020
Faheem Ashraf,31,22,3,218,28,11.47,260,83.84,0,0,18,7,2020-2020
Imad Wasim,55,40,17,986,63*,42.86,894,110.29,0,5,91,19,2020-2020
Wahab Riaz,91,66,15,740,54*,14.50,849,87.16,0,3,55,30,2020-2020
Shaheen Shah Afridi,36,18,11,125,23*,17.85,158,79.11,0,0,10,5,2020-2020
Brian Chari,14,14,0,186,39,13.28,399,46.61,0,0,12,2,2020-2020
Craig Ervine,116,112,13,3294,130*,33.27,4325,76.16,4,19,324,38,2020-2020
Tendai Chisoro,21,17,6,146,42*,13.27,234,62.39,0,0,9,3,2020-2020
Richard Ngarava,39,24,10,160,35,11.42,196,81.63,0,0,15,7,2020-2020
Blessing Muzarabani,42,32,12,103,17*,5.15,218,47.24,0,0,8,2,2020-2020
Haris Rauf,22,8,4,11,7,2.75,42,26.19,0,0,1,0,2020-2020
Haider Ali,2,2,0,42,29,21.00,33,127.27,0,0,4,2,2020-2020
Muhammad Musa,2,1,1,9,9*,-,3,300.00,0,0,2,0,2020-2020
Fakhar Zaman,70,70,5,3148,210*,48.43,3375,93.27,10,15,359,56,2020-2020
Khushdil Shah,10,8,2,199,41*,33.16,210,94.76,0,0,14,7,2020-2020
Mohammad Hasnain,9,5,3,47,28,23.50,28,167.85,0,0,8,1,2020-2020
Hardik Pandya,74,55,7,1584,92*,33.00,1414,112.02,0,9,121,60,2020-2020
Moises Henriques,16,15,2,117,22,9.00,192,60.93,0,0,10,0,2020-2020
Shubman Gill,24,24,4,1311,208,65.55,1224,107.10,4,5,149,28,2020-2020
Cameron Green,15,12,6,302,89*,50.33,340,88.82,0,1,22,8,2020-2020
Sean Abbott,11,8,0,131,49,16.37,126,103.96,0,0,15,2,2020-2020
T Natarajan,2,1,1,0,0*,-,0,-,0,0,0,0,2020-2020
Paul Stirling,154,149,3,5598,177,38.34,6413,87.29,14,28,601,135,2021-2021
Kevin O'Brien,153,141,18,3619,142,29.42,4076,88.78,2,18,332,84,2021-2021
Andy Balbirnie,101,97,7,2907,145*,32.30,3878,74.96,8,15,282,35,2021-2021
Harry Tector,38,36,6,1513,140,50.43,1800,84.05,4,11,116,40,2021-2021
Lorcan Tucker,44,37,4,685,83,20.75,870,78.73,0,3,58,10,2021-2021
Curtis Campher,30,24,2,757,120,34.40,936,80.87,1,5,68,10,2021-2021
Gareth Delany,21,18,5,234,22,18.00,246,95.12,0,0,20,6,2021-2021
Zawar Farid,10,8,1,132,32*,18.85,139,94.96,0,0,15,4,2021-2021
Vriitya Aravind,55,55,3,1693,115*,32.55,2391,70.80,2,8,171,15,2021-2021
Chundangapoyil Rizwan,41,39,6,930,109,28.18,1607,57.87,1,4,66,2,2021-2021
Alishan Sharafu,14,12,0,167,35,13.91,262,63.74,0,0,14,1,2021-2021
Muhammad Usman,38,37,5,1008,102*,31.50,1312,76.82,1,4,89,22,2021-2021
Waheed Ahmed,7,6,1,73,23,14.60,129,56.58,0,0,8,2,2021-2021
Zahoor Khan,59,38,16,149,23,6.77,258,57.75,0,0,11,4,2021-2021
Kashif Daud,19,16,6,282,76*,28.20,310,90.96,0,2,19,13,2021-2021
Ahmed Raza,53,41,7,409,50,12.02,674,60.68,0,1,29,8,2021-2021
Rohan Mustafa,81,75,5,1504,109,21.48,2366,63.56,1,7,123,26,2021-2021
Karthik Meiyappan,31,22,4,163,24,9.05,333,48.94,0,0,11,0,2021-2021
Craig Young,39,23,11,85,12*,7.08,113,75.22,0,0,7,2,2021-2021
Barry McCarthy,42,28,7,171,18,8.14,299,57.19,0,0,14,1,2021-2021
Andy McBrine,82,55,12,822,79,19.11,1163,70.67,0,2,78,13,2021-2021
Mark Adair,41,30,11,359,32,18.89,312,115.06,0,0,26,18,2021-2021
Simi Singh,35,30,4,593,100*,22.80,815,72.76,1,1,47,7,2021-2021
Basil Hameed,37,34,1,817,63*,24.75,1119,73.01,0,3,58,19,2021-2021
Sunil Ambris,16,15,2,473,148,36.38,494,95.74,1,2,54,3,2021-2021
Joshua Da Silva,2,2,0,14,9,7.00,35,40.00,0,0,1,0,2021-2021
Andre McCarthy,2,2,0,15,12,7.50,41,36.58,0,0,1,0,2021-2021
Jason Mohammed,36,31,2,630,91*,21.72,941,66.95,0,4,51,10,2021-2021
Kyle Mayers,25,23,0,618,120,26.86,728,84.89,2,2,70,19,2021-2021
Nkrumah Bonner,6,6,1,85,31,17.00,135,62.96,0,0,6,0,2021-2021
Rovman Powell,50,47,3,975,101,22.15,1149,84.85,1,2,62,42,2021-2021
Raymon Reifer,6,5,0,51,27,10.20,101,50.49,0,0,1,0,2021-2021
Alzarri Joseph,61,36,15,358,49,17.04,497,72.03,0,0,26,16,2021-2021
Akeal Hosein,38,28,9,266,60,14.00,364,73.07,0,1,14,10,2021-2021
Chemar Holder,1,1,1,0,0*,-,3,0.00,0,0,0,0,2021-2021
Litton Das,72,72,7,2213,176,34.04,2513,88.06,5,10,235,39,2021-2021
Tamim Iqbal,241,239,12,8313,158,36.62,10584,78.54,14,56,918,103,2021-2021
Najmul Hossain Shanto,27,26,0,639,117,24.57,837,76.34,1,3,67,7,2021-2021
Shakib Al Hasan,235,222,30,7211,134*,37.55,8734,82.56,9,53,660,46,2021-2021
Mushfiqur Rahim,251,234,39,7257,144,37.21,9104,79.71,9,45,577,92,2021-2021
Mahmudullah,218,190,50,4950,128*,35.35,6498,76.17,3,27,368,77,2021-2021
Rubel Hossain,104,53,24,144,17,4.96,277,51.98,0,0,14,2,2021-2021
Mustafizur Rahman,89,43,27,116,18*,7.25,211,54.97,0,0,14,0,2021-2021
Hasan Mahmud,13,7,2,18,8*,3.60,47,38.29,0,0,2,0,2021-2021
Mehidy Hasan Miraz,77,50,9,888,100*,21.65,1153,77.01,1,2,79,15,2021-2021
Rahmanullah Gurbaz,21,21,1,779,145,38.95,896,86.94,4,2,68,33,2021-2021
Javed Ahmadi,47,44,0,1049,81,23.84,1380,76.01,0,7,123,16,2021-2021
Rahmat Shah,94,90,3,3191,114,36.67,4529,70.45,5,23,273,35,2021-2021
Asghar Afghan,114,108,10,2424,101,24.73,3630,66.77,1,12,163,65,2021-2021
Mohammad Nabi,142,126,15,3046,116,27.44,3558,85.60,1,15,196,93,2021-2021
Gulbadin Naib,76,65,8,1170,82*,20.52,1593,73.44,0,5,94,28,2021-2021
Najibullah Zadran,88,80,13,2013,104*,30.04,2251,89.42,1,15,175,66,2021-2021
Azmatullah Omarzai,12,7,1,121,56,20.16,165,73.33,0,1,10,4,2021-2021
Rashid Khan,89,70,12,1142,60*,19.68,1091,104.67,0,5,97,40,2021-2021
Mujeeb Ur Rahman,61,31,13,113,18*,6.27,171,66.08,0,0,13,2,2021-2021
Naveen-ul-Haq,7,5,4,21,10*,21.00,29,72.41,0,0,3,0,2021-2021
Kjorn Ottley,2,2,0,25,24,12.50,52,48.07,0,0,2,1,2021-2021
Hashmatullah Shahidi,59,59,8,1637,97*,32.09,2481,65.98,0,14,144,9,2021-2021
Soumya Sarkar,61,58,3,1768,127*,32.14,1816,97.35,2,11,203,43,2021-2021
Mohammad Saifuddin,29,19,9,362,51*,36.20,422,85.78,0,2,29,6,2021-2021
Jahmar Hamilton,1,1,0,5,5,5.00,16,31.25,0,0,0,0,2021-2021
Keon Harding,1,1,1,1,1*,-,1,100.00,0,0,0,0,2021-2021
Taskin Ahmed,59,30,10,149,21,7.45,265,56.22,0,0,11,4,2021-2021
James McCollum,10,10,0,188,73,18.80,280,67.14,0,2,26,1,2021-2021
Josh Little,32,13,5,51,20,6.37,55,92.72,0,0,7,1,2021-2021
Danushka Gunathilaka,47,46,1,1601,133,35.57,1844,86.82,2,11,172,20,2021-2021
Dimuth Karunaratne,44,40,4,1248,103,34.66,1559,80.05,1,11,121,1,2021-2021
Pathum Nissanka,34,34,3,1264,137,40.77,1501,84.21,3,9,159,6,2021-2021
Angelo Mathews,221,191,48,5865,139*,41.01,7058,83.09,3,40,464,89,2021-2021
Dinesh Chandimal,157,142,21,3854,111,31.85,5191,74.24,4,24,262,43,2021-2021
Ashen Bandara,6,5,1,141,55*,35.25,217,64.97,0,2,9,1,2021-2021
Kamindu Mendis,7,7,1,127,57,21.16,214,59.34,0,1,8,1,2021-2021
Wanindu Hasaranga,48,42,7,832,80*,23.77,755,110.19,0,4,75,27,2021-2021
Dushmantha Chameera,44,29,11,224,29,12.44,352,63.63,0,0,16,3,2021-2021
Lakshan Sandakan,31,19,7,64,16*,5.33,140,45.71,0,0,4,0,2021-2021
Nuwan Pradeep,49,25,17,35,7,4.37,83,42.16,0,0,3,1,2021-2021
Evin Lewis,57,54,4,1847,176*,36.94,2226,82.97,4,10,185,52,2021-2021
Shai Hope,115,110,14,4829,170,50.30,6291,76.76,15,23,394,79,2021-2021
Darren Bravo,122,117,14,3109,124,30.18,4434,70.11,4,18,252,75,2021-2021
Jason Holder,138,114,24,2237,99*,24.85,2479,90.23,0,12,160,69,2021-2021
Romario Shepherd,22,17,2,275,50,18.33,291,94.50,0,1,25,7,2021-2021
Kieron Pollard,123,113,9,2706,119,26.01,2866,94.41,3,13,171,135,2021-2021
Fabian Allen,20,16,3,200,51,15.38,203,98.52,0,1,18,8,2021-2021
Oshada Fernando,8,8,0,148,49,18.50,230,64.34,0,0,15,3,2021-2021
Thisara Perera,166,133,16,2338,140,19.98,2086,112.08,1,10,176,84,2021-2021
Nicholas Pooran,61,58,8,1983,118,39.66,2000,99.15,3,11,157,80,2021-2021
Dasun Shanaka,61,53,4,1150,108*,23.46,1226,93.80,2,3,93,39,2021-2021
Anderson Phillip,5,2,1,22,21*,22.00,25,88.00,0,0,0,1,2021-2021
Suranga Lakmal,86,48,22,244,26,9.38,404,60.39,0,0,18,3,2021-2021
Asitha Fernando,5,2,1,1,1*,1.00,6,16.66,0,0,0,0,2021-2021
Mohammad Mithun,34,30,4,714,73*,27.46,921,77.52,0,6,61,16,2021-2021
Mahedi Hasan,3,3,0,24,14,8.00,33,72.72,0,0,1,2,2021-2021
Martin Guptill,198,195,19,7346,237*,41.73,8415,87.29,18,39,750,187,2021-2021
Henry Nicholls,66,64,14,1746,124*,34.92,2132,81.89,1,13,161,16,2021-2021
Devon Conway,18,17,1,733,138,45.81,847,86.54,3,3,83,11,2021-2021
Will Young,15,15,3,592,120,49.33,653,90.65,2,3,55,12,2021-2021
Trent Boult,99,45,24,191,21*,9.09,245,77.95,0,0,19,6,2021-2021
Matt Henry,72,29,9,233,48*,11.65,251,92.82,0,0,20,9,2021-2021
Kyle Jamieson,8,3,2,34,25*,34.00,31,109.67,0,0,2,2,2021-2021
James Neesham,73,63,12,1437,97*,28.17,1449,99.17,0,6,125,35,2021-2021
Mitchell Santner,93,70,26,1248,67,28.36,1396,89.39,0,3,94,33,2021-2021
Tom Latham,130,120,14,3762,145*,35.49,4413,85.24,7,21,319,50,2021-2021
Daryl Mitchell,25,22,3,829,129,43.63,923,89.81,3,2,66,14,2021-2021
Rohit Sharma,243,236,34,9825,264,48.63,10914,90.02,30,48,900,275,2021-2021
Shikhar Dhawan,167,164,10,6793,143,44.11,7436,91.35,17,39,842,79,2021-2021
Virat Kohli,274,265,40,12898,183,57.32,13776,93.62,46,65,1211,138,2021-2021
Shreyas Iyer,42,38,3,1631,113*,46.60,1690,96.50,2,14,162,32,2021-2021
KL Rahul,54,52,8,1986,112,45.13,2294,86.57,5,13,152,46,2021-2021
Hardik Pandya,74,55,7,1584,92*,33.00,1414,112.02,0,9,121,60,2021-2021
Krunal Pandya,5,4,2,130,58*,65.00,128,101.56,0,1,11,2,2021-2021
Jason Roy,116,110,3,4271,180,39.91,4047,105.53,12,21,511,81,2021-2021
Jonny Bairstow,95,86,8,3634,141*,46.58,3490,104.12,11,15,408,89,2021-2021
Ben Stokes,105,90,15,2924,102*,38.98,3075,95.08,3,21,238,88,2021-2021
Eoin Morgan,248,230,34,7701,148,39.29,8447,91.16,14,47,654,220,2021-2021
Jos Buttler,165,138,26,4647,162*,41.49,3939,117.97,11,24,374,158,2021-2021
Sam Billings,28,23,2,702,118,33.42,771,91.05,1,5,74,8,2021-2021
Moeen Ali,129,103,15,2212,128,25.13,2224,99.46,3,6,190,76,2021-2021
Sam Curran,23,16,3,318,95*,24.46,330,96.36,0,1,20,17,2021-2021
Tom Curran,28,17,9,303,47*,37.87,321,94.39,0,0,29,5,2021-2021
Adil Rashid,125,59,20,734,69,18.82,748,98.12,0,1,73,10,2021-2021
Mark Wood,59,19,11,72,14,9.00,91,79.12,0,0,7,0,2021-2021
Bhuvneshwar Kumar,121,55,16,552,53*,14.15,747,73.89,0,1,46,8,2021-2021
Prasidh Krishna,14,5,3,2,2*,1.00,12,16.66,0,0,0,0,2021-2021
Shardul Thakur,35,21,6,298,50*,19.86,271,109.96,0,1,29,9,2021-2021
Kuldeep Yadav,81,30,16,156,19,11.14,253,61.66,0,0,12,0,2021-2021
Ross Taylor,236,220,39,8607,181*,47.55,10330,83.32,21,51,713,147,2021-2021
Rishabh Pant,30,26,1,865,125*,34.60,811,106.65,1,5,90,26,2021-2021
Dawid Malan,18,18,4,769,134,54.92,826,93.09,4,3,65,19,2021-2021
Liam Livingstone,12,10,2,250,66*,31.25,204,122.54,0,1,17,17,2021-2021
Reece Topley,22,10,7,18,6*,6.00,60,30.00,0,0,0,1,2021-2021
T Natarajan,2,1,1,0,0*,-,0,-,0,0,0,0,2021-2021
Aiden Markram,50,47,4,1440,175,33.48,1534,93.87,1,6,148,33,2021-2021
Quinton de Kock,140,140,7,5966,178,44.85,6209,96.08,17,29,687,93,2021-2021
Temba Bavuma,26,25,3,1150,144,52.27,1255,91.63,4,3,104,16,2021-2021
Rassie van der Dussen,45,39,10,1757,134,60.58,1959,89.68,4,11,129,30,2021-2021
Heinrich Klaasen,36,33,6,1080,123*,40.00,1032,104.65,2,5,101,25,2021-2021
David Miller,155,132,40,3888,139,42.26,3777,102.93,5,21,289,110,2021-2021
Andile Phehlukwayo,74,47,16,742,69*,23.93,859,86.37,0,2,67,27,2021-2021
Kagiso Rabada,89,36,16,317,31*,15.85,383,82.76,0,0,26,7,2021-2021
Imam-ul-Haq,59,59,6,2719,151,51.30,3276,82.99,9,16,216,26,2021-2021
Fakhar Zaman,70,70,5,3148,210*,48.43,3375,93.27,10,15,359,56,2021-2021
Babar Azam,100,98,12,5089,158,59.17,5702,89.24,18,26,458,51,2021-2021
Mohammad Rizwan,57,52,11,1408,115,34.34,1596,88.22,2,9,113,12,2021-2021
Danish Aziz,2,2,0,12,9,6.00,20,60.00,0,0,2,0,2021-2021
Asif Ali,21,16,1,382,52,25.46,314,121.65,0,3,22,21,2021-2021
Shadab Khan,56,33,11,631,86,28.68,769,82.05,0,4,37,14,2021-2021
Faheem Ashraf,31,22,3,218,28,11.47,260,83.84,0,0,18,7,2021-2021
Shaheen Shah Afridi,36,18,11,125,23*,17.85,158,79.11,0,0,10,5,2021-2021
Mohammad Hasnain,9,5,3,47,28,23.50,28,167.85,0,0,8,1,2021-2021
Haris Rauf,22,8,4,11,7,2.75,42,26.19,0,0,1,0,2021-2021
Lungi Ngidi,45,17,12,80,19*,16.00,131,61.06,0,0,5,5,2021-2021
Anrich Nortje,21,6,1,30,10,6.00,46,65.21,0,0,2,0,2021-2021
Tabraiz Shamsi,44,9,6,18,9*,6.00,43,41.86,0,0,1,0,2021-2021
Sarfaraz Ahmed,117,91,22,2315,105,33.55,2635,87.85,2,11,174,12,2021-2021
Mohammad Nawaz,28,22,6,283,53,17.68,324,87.34,0,1,18,7,2021-2021
Hasan Ali,60,35,11,363,59,15.12,299,121.40,0,2,24,24,2021-2021
Janneman Malan,23,22,2,958,177*,47.90,1150,83.30,3,4,97,16,2021-2021
JJ Smuts,6,5,1,180,84,45.00,229,78.60,0,1,20,1,2021-2021
Kyle Verreynne,12,10,1,371,95,41.22,439,84.51,0,4,25,10,2021-2021
Keshav Maharaj,27,13,2,159,28,14.45,167,95.20,0,0,21,1,2021-2021
Beuran Hendricks,8,3,1,6,3,3.00,19,31.57,0,0,0,0,2021-2021
Lutho Sipamla,5,2,2,14,10*,-,19,73.68,0,0,0,0,2021-2021
Daryn Dupavillon,2,1,0,17,17,17.00,10,170.00,0,0,2,1,2021-2021
Usman Qadir,1,-,-,-,-,-,-,-,-,-,-,-,2021-2021
Stephan Myburgh,22,22,2,527,74,26.35,662,79.60,0,4,65,12,2021-2021
Max O'Dowd,33,33,2,1158,90,37.35,1565,73.99,0,10,114,14,2021-2021
Ben Cooper,13,11,1,187,74,18.70,207,90.33,0,1,23,4,2021-2021
Pieter Seelaar,57,39,10,347,43,11.96,593,58.51,0,0,26,5,2021-2021
Scott Edwards,38,35,5,1212,86,40.40,1307,92.73,0,13,93,12,2021-2021
Bas de Leede,30,29,1,765,123,27.32,1149,66.57,1,2,48,13,2021-2021
Saqib Zulfiqar,13,13,2,181,34*,16.45,268,67.53,0,0,14,4,2021-2021
Logan van Beek,25,24,8,337,32,21.06,417,80.81,0,0,22,9,2021-2021
Aryan Dutt,25,18,4,100,16,7.14,171,58.47,0,0,7,2,2021-2021
Paul van Meekeren,13,11,6,71,21*,14.20,85,83.52,0,0,3,2,2021-2021
Kyle Coetzer,89,87,5,3192,156,38.92,3875,82.37,5,21,412,40,2021-2021
Matthew Cross,90,83,2,1941,114,23.96,2733,71.02,2,10,177,23,2021-2021
Calum MacLeod,88,86,7,3026,175,38.30,3756,80.56,10,13,312,35,2021-2021
Richie Berrington,112,106,12,2928,127,31.14,3928,74.54,4,18,198,65,2021-2021
George Munsey,53,52,9,1593,103*,37.04,1945,81.90,1,11,161,41,2021-2021
Dylan Budge,17,15,4,248,46*,22.54,312,79.48,0,0,18,1,2021-2021
Mark Watt,61,40,13,522,47,19.33,631,82.72,0,0,45,7,2021-2021
Safyaan Sharif,77,53,24,540,40*,18.62,746,72.38,0,0,36,5,2021-2021
Gavin Main,14,4,3,82,64*,82.00,87,94.25,0,1,7,1,2021-2021
Alasdair Evans,42,19,8,100,28,9.09,157,63.69,0,0,9,1,2021-2021
Hamza Tahir,31,8,2,26,13,4.33,78,33.33,0,0,2,0,2021-2021
Vivian Kingma,18,8,3,12,9*,2.40,33,36.36,0,0,0,1,2021-2021
Tobias Visee,3,3,0,72,41,24.00,66,109.09,0,0,12,2,2021-2021
Philippe Boissevain,6,6,0,44,15,7.33,80,55.00,0,0,2,0,2021-2021
Adrian Neill,9,6,4,29,14*,14.50,41,70.73,0,0,2,0,2021-2021
Michael Leask,69,57,11,1268,107*,27.56,1114,113.82,1,7,100,57,2021-2021
Afif Hossain,28,24,5,546,93*,28.73,624,87.50,0,3,50,8,2021-2021
Kusal Perera,107,102,5,3071,135,31.65,3328,92.27,6,15,333,50,2021-2021
Kusal Mendis,106,103,9,2945,119,31.32,3492,84.33,2,22,294,42,2021-2021
Dhananjaya de Silva,76,69,10,1653,93,28.01,2072,79.77,0,10,166,13,2021-2021
Isuru Udana,21,18,4,237,78,16.92,249,95.18,0,1,17,10,2021-2021
Mosaddek Hossain,43,35,10,634,52*,25.36,766,82.76,0,3,58,13,2021-2021
Shoriful Islam,17,8,2,38,16,6.33,44,86.36,0,0,2,2,2021-2021
Niroshan Dickwella,55,52,1,1604,116,31.45,1717,93.41,2,9,187,12,2021-2021
Ramesh Mendis,4,4,2,50,26,25.00,50,100.00,0,0,3,1,2021-2021
Mohammad Naim,4,3,0,10,9,3.33,31,32.25,0,0,0,0,2021-2021
Binura Fernando,4,3,0,26,17,8.66,36,72.22,0,0,4,0,2021-2021
Chamika Karunaratne,23,22,6,443,75,27.68,547,80.98,0,1,31,8,2021-2021
Timm van der Gugten,8,4,0,54,49,13.50,67,80.59,0,0,1,4,2021-2021
Fred Klaassen,19,15,7,68,13,8.50,116,58.62,0,0,2,1,2021-2021
Brandon Glover,9,6,4,29,18,14.50,46,63.04,0,0,3,0,2021-2021
William Porterfield,148,145,3,4343,139,30.58,6298,68.95,11,20,455,32,2021-2021
George Dockrell,117,82,28,1284,91*,23.77,1560,82.30,0,6,101,25,2021-2021
Musa Ahmad,13,13,0,241,61,18.53,366,65.84,0,1,23,3,2021-2021
Charith Asalanka,35,30,3,1093,110,40.48,1184,92.31,1,8,91,19,2021-2021
Dhananjaya Lakshan,3,2,0,4,2,2.00,13,30.76,0,0,0,0,2021-2021
Praveen Jayawickrama,5,3,2,7,4,7.00,12,58.33,0,0,1,0,2021-2021
Joe Root,158,147,23,6207,133*,50.05,7140,86.93,16,36,496,46,2021-2021
Chris Woakes,112,78,22,1386,95*,24.75,1543,89.82,0,5,103,19,2021-2021
David Willey,64,37,15,538,51,24.45,602,89.36,0,2,46,15,2021-2021
Avishka Fernando,29,29,0,990,127,34.13,1077,91.92,3,5,100,16,2021-2021
Saud Shakeel,5,4,1,67,56,22.33,101,66.33,0,1,5,0,2021-2021
Sohaib Maqsood,29,28,2,781,89*,30.03,935,83.52,0,5,61,19,2021-2021
Phil Salt,14,12,0,460,122,38.33,366,125.68,1,2,67,4,2021-2021
Zak Crawley,3,3,1,97,58*,48.50,85,114.11,0,1,14,0,2021-2021
Saqib Mahmood,8,2,0,20,12,10.00,31,64.51,0,0,2,0,2021-2021
Lewis Gregory,3,2,0,117,77,58.50,116,100.86,0,1,10,3,2021-2021
Craig Overton,7,5,2,68,32,22.66,76,89.47,0,0,4,1,2021-2021
Brydon Carse,9,6,2,77,31,19.25,97,79.38,0,0,7,0,2021-2021
Matt Parkinson,5,1,1,7,7*,-,8,87.50,0,0,1,0,2021-2021
James Vince,25,22,0,616,102,28.00,703,87.62,1,3,76,3,2021-2021
John Simpson,3,2,0,20,17,10.00,31,64.51,0,0,2,0,2021-2021
Wessly Madhevere,36,34,0,705,72,20.73,919,76.71,0,5,65,5,2021-2021
Tadiwanashe Marumani,12,11,1,157,45,15.70,242,64.87,0,0,16,2,2021-2021
Brendan Taylor,205,203,15,6684,145*,35.55,8721,76.64,11,39,599,106,2021-2021
Dion Myers,5,5,0,96,34,19.20,157,61.14,0,0,9,0,2021-2021
Regis Chakabva,61,57,3,1188,102,22.00,1751,67.84,1,4,93,9,2021-2021
Ryan Burl,47,40,6,860,83,25.29,1032,83.33,0,6,69,22,2021-2021
Luke Jongwe,40,34,5,406,46,14.00,483,84.05,0,0,40,6,2021-2021
Blessing Muzarabani,42,32,12,103,17*,5.15,218,47.24,0,0,8,2,2021-2021
Tendai Chatara,87,57,25,206,23,6.43,439,46.92,0,0,17,2,2021-2021
Richard Ngarava,39,24,10,160,35,11.42,196,81.63,0,0,15,7,2021-2021
Timycen Maruma,22,18,1,196,35,11.52,330,59.39,0,0,14,6,2021-2021
Lizaad Williams,1,-,-,-,-,-,-,-,-,-,-,-,2021-2021
Tinashe Kamunhukamwe,7,7,0,94,51,13.42,139,67.62,0,1,9,4,2021-2021
Sikandar Raza,136,129,20,4089,141,37.51,4727,86.50,7,21,338,102,2021-2021
Minod Bhanuka,6,6,0,140,36,23.33,194,72.16,0,0,13,2,2021-2021
Bhanuka Rajapaksa,5,5,0,89,65,17.80,85,104.70,0,1,14,2,2021-2021
Prithvi Shaw,6,6,0,189,49,31.50,166,113.85,0,0,32,2,2021-2021
Ishan Kishan,14,13,1,510,210,42.50,481,106.02,1,3,52,21,2021-2021
Manish Pandey,29,24,7,566,104*,33.29,625,90.56,1,2,45,5,2021-2021
