,Runs_scored_batting,balls faced,4s_batting,6s_batting,strikerate,Num_matches_batted,Name,Born,Age,Batting_Style,Bowling_Style,Playing_Role,National_Team,player_img,career_start,career_latest,Overs,Maindens,runs_given_baller,wickets_baller,economy_baller,dot_balls_baller,4s_baller,6s_baller,wides_baller,NB_baller,Num_matches_bowled,catches,stumps,batting_average,Playing_Role_New,boundary_perc,Rank,Combined_Rank,Is_Captain
120,432.0,518.0,31.0,8.0,84.17666666666666,21.0,Chamika Karunaratne,"May 29, 1996, Colombo",27y 67d,Right hand Bat,Right arm Medium fast,Bowling Allrounder,Sri Lanka,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Chamika_Karunaratne.jpg/220px-Chamika_Karunaratne.jpg,2019,2023,120.5,3.0,692.0,24.0,5.601428571428571,354.0,62.0,9.0,29.0,3.0,21.0,5.0,0.0,20.571428571428573,Bowling Allrounder,7.5289575289575295,2.0,31.554867289685575,
121,22.0,20.0,1.0,1.0,110.0,1.0,Dushan Hemantha,"May 24, 1994, Colombo",29y 72d,Right hand Bat,Legbreak,Bowling Allrounder,Sri Lanka,,2023,2023,19.0,0.0,99.0,2.0,5.225,48.0,7.0,0.0,1.0,1.0,2.0,0.0,0.0,22.0,Bowling Allrounder,10.0,3.0,30.457416267942584,
122,983.0,1057.0,80.0,32.0,77.95422222222223,45.0,Dasun Shanaka,"September 09, 1991, Negombo",31y 329d,Right hand Bat,Right arm Medium,Bowling Allrounder,Sri Lanka,,2015,2023,115.6,3.0,659.0,17.0,6.0200000000000005,325.0,66.0,4.0,20.0,2.0,31.0,15.0,0.0,21.844444444444445,Bowling Allrounder,10.596026490066226,4.0,27.67283388704319,Yes
123,50.0,50.0,3.0,1.0,90.11500000000001,4.0,Ramesh Mendis,"July 07, 1995, Ambalangoda",28y 28d,Right hand Bat,Right arm Offbreak,Bowling Allrounder,Sri Lanka,,2021,2023,12.0,0.0,74.0,4.0,6.736666666666667,32.0,7.0,0.0,5.0,0.0,3.0,1.0,0.0,12.5,Bowling Allrounder,8.0,5.0,25.22328240969817,
124,127.0,214.0,8.0,1.0,55.84142857142857,7.0,Kamindu Mendis,"September 30, 1998, Galle",24y 308d,Left hand Bat,"Right arm Offbreak, Slow Left arm Orthodox",Bowling Allrounder,Sri Lanka,,2018,2022,25.0,0.0,151.0,2.0,6.965999999999999,62.0,16.0,1.0,2.0,0.0,5.0,2.0,0.0,18.142857142857142,Bowling Allrounder,4.205607476635514,6.0,16.517709179278945,
125,4.0,13.0,0.0,0.0,36.11,2.0,Dhananjaya Lakshan,"October 05, 1998, Galle",24y 303d,Left hand Bat,Right arm Medium fast,Bowling Allrounder,Sri Lanka,,2021,2022,11.0,0.0,76.0,1.0,6.72,21.0,6.0,1.0,2.0,0.0,3.0,1.0,0.0,2.0,Bowling Allrounder,0.0,7.0,9.622142857142856,
126,141.0,217.0,9.0,1.0,47.135,6.0,Ashen Bandara,"November 23, 1998, Galle",24y 254d,Right hand Bat,Legbreak,Middle order Batter,Sri Lanka,,2021,2023,1.0,0.0,8.0,0.0,8.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,23.5,Middle order Batter,4.6082949308755765,1.0,27.993908986175114,
127,57.0,71.0,4.0,0.0,80.28,1.0,Sahan Arachchige,"May 13, 1996, Ragama",27y 83d,Left hand Bat,Right arm Offbreak,Top order Batter,Sri Lanka,,2023,2023,5.0,0.0,18.0,1.0,3.6,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,57.0,Top order Batter,5.633802816901409,1.0,53.47045070422535,
128,976.0,1061.0,98.0,16.0,80.63962962962962,27.0,Avishka Fernando,"April 05, 1998, Wadduwa",25y 121d,Right hand Bat,Right arm Medium fast,Opening Batter,Sri Lanka,,2016,2023,,,,,,,,,,,,14.0,0.0,36.148148148148145,Top order Batter,10.744580584354383,2.0,47.5938488497923,
129,248.0,289.0,19.0,1.0,90.06666666666666,9.0,Lahiru Thirimanne,"August 09, 1989, Moratuwa",33y 360d,Left hand Bat,Right arm Medium fast,Top order Batter,Sri Lanka,,2010,2022,,,,,,,,,,,,38.0,0.0,27.555555555555557,Top order Batter,6.920415224913495,3.0,47.40121491733948,
130,1258.0,1484.0,158.0,6.0,72.21212121212122,33.0,Pathum Nissanka,"May 18, 1998, Galle",25y 78d,Right hand Bat,,Top order Batter,Sri Lanka,,2021,2023,,,,,,,,,,,,12.0,0.0,38.121212121212125,Top order Batter,11.05121293800539,4.0,44.99007596177408,
131,1058.0,1283.0,107.0,1.0,71.02925925925926,27.0,Dimuth Karunaratne,"April 21, 1988, Colombo",35y 105d,Left hand Bat,Right arm Medium,Opening Batter,Sri Lanka,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/2_07_Dimuth_Karunaratne.jpg/220px-2_07_Dimuth_Karunaratne.jpg,2011,2023,1.0,0.0,7.0,0.0,7.0,4.0,0.0,1.0,0.0,0.0,1.0,13.0,0.0,39.18518518518518,Top order Batter,8.417770849571317,5.0,44.230961230911355,
132,75.0,105.0,10.0,0.0,59.6525,4.0,Nuwanidu Fernando,"October 13, 1999, Colombo",23y 295d,Right hand Bat,Right arm Offbreak,Batter,Sri Lanka,,2023,2023,2.0,0.0,22.0,0.0,11.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,18.75,Top order Batter,9.523809523809524,6.0,32.804452380952384,
133,89.0,85.0,14.0,2.0,45.032,5.0,Bhanuka Rajapaksa,"October 24, 1991, Colombo",31y 284d,Left hand Bat,Right arm Medium,Top order Batter,Sri Lanka,,2019,2023,,,,,,,,,,,,0.0,0.0,17.8,Top order Batter,18.823529411764707,7.0,28.948682352941177,
134,130.0,206.0,15.0,2.0,49.46999999999999,7.0,Oshada Fernando,"April 15, 1992, Colombo",31y 111d,Right hand Bat,Legbreak,Top order Batter,Sri Lanka,,2019,2023,2.0,0.0,16.0,0.0,8.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,18.571428571428573,Top order Batter,8.25242718446602,8.0,28.3511067961165,
135,1336.0,1396.0,151.0,11.0,85.68882352941176,34.0,Kusal Perera,"August 17, 1990, Kalubowila",32y 352d,Left hand Bat,,Wicketkeeper Batter,Sri Lanka,,2013,2023,,,,,,,,,,,,47.0,3.0,39.294117647058826,Wicketkeeper Batter,11.60458452722063,1.0,47.494882352941175,
136,595.0,642.0,74.0,5.0,87.36238095238096,21.0,Niroshan Dickwella,"June 23, 1993, Kandy",30y 42d,Left hand Bat,,Wicketkeeper Batter,Sri Lanka,,2014,2023,,,,,,,,,,,,41.0,11.0,28.333333333333332,Wicketkeeper Batter,12.305295950155763,2.0,45.10871428571429,
137,566.0,758.0,33.0,9.0,70.239,20.0,Dinesh Chandimal,"November 18, 1989, Balapitiya",33y 259d,Right hand Bat,Right arm Offbreak,Wicketkeeper Batter,Sri Lanka,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Dinesh_Chandimal_2.JPG/220px-Dinesh_Chandimal_2.JPG,2010,2023,,,,,,,,,,,,62.0,8.0,28.3,Wicketkeeper Batter,5.540897097625329,3.0,43.5617,
138,1789.0,2125.0,159.0,30.0,68.59507692307693,65.0,Kusal Mendis,"February 02, 1995, Moratuwa",28y 183d,Right hand Bat,Legbreak,Wicketkeeper Batter,Sri Lanka,,2015,2023,,,,,,,,,,,,67.0,3.0,27.523076923076925,Wicketkeeper Batter,8.894117647058824,4.0,42.835446153846156,
139,358.0,378.0,40.0,0.0,78.38818181818182,11.0,Sadeera Samarawickrama,"August 30, 1995, Colombo",27y 339d,Right hand Bat,,Wicketkeeper Batter,Sri Lanka,,2017,2023,,,,,,,,,,,,1.0,0.0,32.54545454545455,Wicketkeeper Batter,10.582010582010582,5.0,33.48009090909091,
140,57.0,54.0,5.0,1.0,105.55,1.0,Roelof van der Merwe,"December 31, 1984, Johannesburg, Transvaal",38y 216d,Right hand Bat,Slow Left arm Orthodox,Batting Allrounder,Netherlands,,2009,2022,20.0,0.0,124.0,2.0,6.276666666666666,55.0,11.0,4.0,0.0,1.0,3.0,6.0,0.0,57.0,Batting Allrounder,11.11111111111111,1.0,46.86527777777778,
141,211.0,280.0,18.0,2.0,75.27,6.0,Colin Ackermann,"April 04, 1991, George, South Africa",32y 122d,Right hand Bat,Right arm Offbreak,Batting Allrounder,Netherlands,,2019,2023,44.0,1.0,217.0,4.0,4.725714285714285,137.0,17.0,5.0,3.0,0.0,7.0,5.0,0.0,35.166666666666664,Batting Allrounder,7.142857142857142,2.0,32.35321428571429,
142,765.0,1149.0,48.0,13.0,58.06965517241379,29.0,Bas de Leede,"November 15, 1999",23y 262d,Right hand Bat,Right arm Fast medium,Batting Allrounder,Netherlands,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Bas_de_Leede_2023.jpg/220px-Bas_de_Leede_2023.jpg,2018,2023,128.9,2.0,770.0,24.0,6.234782608695652,398.0,80.0,9.0,42.0,3.0,23.0,14.0,0.0,26.379310344827587,Batting Allrounder,5.308964316797215,3.0,30.958447975751024,
143,501.0,527.0,35.0,12.0,66.783,20.0,Teja Nidamanuru,"August 22, 1994, Vijayawada, Andhra Pradesh",28y 347d,Right hand Bat,Right arm Offbreak,Batting Allrounder,Netherlands,,2022,2023,1.0,0.0,8.0,0.0,8.0,3.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,25.05,Batting Allrounder,8.918406072106261,4.0,26.440351518026567,
144,337.0,417.0,22.0,9.0,88.90499999999999,24.0,Logan van Beek,"September 07, 1990, Christchurch, Canterbury",32y 331d,Right hand Bat,Right arm Medium fast,Bowler,Netherlands,,2014,2023,214.0,14.0,1136.0,34.0,5.3228,749.0,111.0,19.0,58.0,2.0,25.0,15.0,0.0,14.041666666666666,Bowler,7.434052757793765,1.0,20.475148418125798,
145,68.0,116.0,2.0,1.0,66.16466666666666,15.0,Fred Klaassen,"November 13, 1992, Haywards Heath, Sussex",30y 264d,Right hand Bat,Left arm Fast medium,Bowler,Netherlands,,2018,2023,174.3,12.0,753.0,32.0,4.353684210526316,658.0,66.0,8.0,41.0,7.0,19.0,5.0,0.0,4.533333333333333,Bowler,2.586206896551724,2.0,19.291876208897484,
146,12.0,33.0,0.0,1.0,21.87375,8.0,Vivian Kingma,"October 23, 1994, The Hague, Netherlands",28y 285d,Right hand Bat,Right arm Medium fast,Bowler,Netherlands,,2014,2023,134.8,7.0,730.0,21.0,5.429411764705883,479.0,64.0,18.0,28.0,17.0,17.0,4.0,0.0,1.5,Bowler,3.0303030303030303,3.0,12.673672806067172,
147,100.0,171.0,7.0,2.0,59.91444444444445,18.0,Aryan Dutt,"May 12, 2003",20y 84d,Right hand Bat,Right arm Offbreak,Bowler,Netherlands,,2021,2023,185.8,11.0,965.0,20.0,5.4056,595.0,71.0,30.0,4.0,0.0,25.0,3.0,0.0,5.555555555555555,Bowler,5.263157894736842,4.0,12.0739973360959,
148,56.0,68.0,2.0,2.0,68.947,10.0,Paul van Meekeren,"January 15, 1993, Amsterdam, Netherlands",30y 201d,Right hand Bat,Right arm Fast medium,Bowler,Netherlands,,2013,2023,86.0,7.0,461.0,14.0,5.300909090909091,309.0,49.0,6.0,20.0,1.0,11.0,4.0,0.0,5.6,Bowler,5.88235294117647,5.0,8.475458754930544,
149,64.0,108.0,3.0,0.0,61.1075,8.0,Shariz Ahmad,"April 21, 2003",20y 105d,Left hand Bat,Legbreak Googly,Bowler,Netherlands,,2022,2023,64.4,2.0,404.0,13.0,6.542,175.0,39.0,9.0,1.0,0.0,10.0,3.0,0.0,8.0,Bowler,2.7777777777777777,6.0,7.861143381228982,
150,35.0,65.0,1.0,0.0,81.47749999999999,8.0,Ryan Klein,"June 15, 1997, Panorama Medi Clinic, Cape Town",26y 50d,Right hand Bat,Right arm Medium fast,Bowler,Netherlands,,2022,2023,95.3,5.0,480.0,12.0,5.160833333333334,317.0,44.0,7.0,12.0,0.0,12.0,3.0,0.0,4.375,Bowler,1.5384615384615385,7.0,7.277506862586791,
151,29.0,46.0,3.0,0.0,63.00833333333333,6.0,Brandon Glover,"April 03, 1997, Johannesburg, Gauteng, South Africa",26y 123d,Right hand Bat,Right arm Fast,Bowler,Netherlands,,2019,2023,73.0,2.0,444.0,9.0,6.305555555555555,250.0,40.0,11.0,57.0,1.0,9.0,3.0,0.0,4.833333333333333,Bowler,6.521739130434782,8.0,5.463436123348017,
152,13.0,17.0,2.0,0.0,54.6425,4.0,Clayton Floyd,"August 07, 1996",26y 362d,Right hand Bat,Slow Left arm Orthodox,Bowler,Netherlands,,2019,2023,63.0,3.0,305.0,5.0,5.113333333333333,198.0,23.0,6.0,2.0,1.0,9.0,2.0,0.0,3.25,Bowler,11.76470588235294,9.0,3.078226857887875,
153,50.0,61.0,1.0,4.0,52.475,2.0,Timm van der Gugten,"February 25, 1991, Hornsby, Upper North Shore, Sydney",32y 160d,Right hand Bat,Right arm Fast medium,Bowler,Netherlands,,2012,2022,33.0,4.0,110.0,4.0,3.4475,124.0,8.0,0.0,2.0,0.0,4.0,0.0,0.0,25.0,Bowler,8.19672131147541,10.0,2.5160261058738214,
154,44.0,80.0,2.0,0.0,50.00833333333333,6.0,Philippe Boissevain,"October 18, 2000",22y 290d,Right hand Bat,Legbreak Googly,Bowler,Netherlands,,2019,2022,46.3,0.0,326.0,4.0,7.1450000000000005,121.0,22.0,14.0,4.0,2.0,6.0,2.0,0.0,7.333333333333333,Bowler,2.5,11.0,2.455983205038488,
155,33.0,27.0,1.0,2.0,100.83250000000001,4.0,Shane Snater,"March 24, 1996, Harare, Zimbabwe",27y 133d,Right hand Bat,Right arm Fast medium,Bowler,Netherlands,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/2_09_Shane_Snater.jpg/220px-2_09_Shane_Snater.jpg,2018,2022,24.6,1.0,188.0,2.0,7.5200000000000005,70.0,21.0,5.0,1.0,1.0,4.0,5.0,0.0,8.25,Bowler,11.11111111111111,12.0,1.253191489361702,
156,29.0,55.0,3.0,0.0,51.583333333333336,3.0,Boris Gorlee,"February 22, 2001, The Hague",22y 163d,Right hand Bat,Right arm Offbreak,,Netherlands,,2022,2022,,,,,,,,,,,,0.0,0.0,9.666666666666666,Bowler,5.454545454545454,,,
157,250.0,409.0,18.0,3.0,61.335,18.0,Pieter Seelaar,"July 02, 1987, Schiedam",36y 33d,Right hand Bat,Slow Left arm Orthodox,Bowling Allrounder,Netherlands,,2006,2022,154.0,7.0,705.0,15.0,4.798,495.0,37.0,24.0,3.0,0.0,20.0,18.0,0.0,13.88888888888889,Bowling Allrounder,5.134474327628362,1.0,22.035164941410773,
158,181.0,268.0,14.0,4.0,65.34076923076924,13.0,Saqib Zulfiqar,"March 28, 1997",26y 129d,Right hand Bat,Legbreak,Bowling Allrounder,Netherlands,,2018,2023,47.0,1.0,296.0,8.0,7.616,127.0,23.0,8.0,8.0,0.0,10.0,1.0,0.0,13.923076923076923,Bowling Allrounder,6.7164179104477615,2.0,20.566890756302524,
159,6.0,14.0,0.0,0.0,18.75,4.0,Tim Pringle,"August 29, 2002, The Hague",20y 340d,Right hand Bat,Slow Left arm Orthodox,Bowling Allrounder,Netherlands,,2022,2022,33.1,1.0,221.0,1.0,6.7700000000000005,82.0,20.0,6.0,1.0,0.0,4.0,0.0,0.0,1.5,Bowling Allrounder,0.0,3.0,5.231813146233383,
160,7.0,6.0,1.0,0.0,116.66,1.0,Noah Croes,"December 13, 1999",23y 234d,Right hand Bat,,Batter,Netherlands,,2023,2023,,,,,,,,,,,,2.0,0.0,7.0,Middle order Batter,16.666666666666664,1.0,47.31433333333333,
161,343.0,423.0,33.0,4.0,72.59555555555556,9.0,Tom Cooper,"November 26, 1986, Wollongong, New South Wales",36y 251d,Right hand Bat,Right arm Offbreak,Middle order Batter,Netherlands,,2010,2023,16.0,0.0,78.0,1.0,5.0925,51.0,6.0,2.0,1.0,0.0,4.0,17.0,0.0,38.111111111111114,Middle order Batter,8.747044917257684,2.0,44.307853427895985,
162,808.0,1047.0,97.0,12.0,71.89399999999999,25.0,Vikramjit Singh,"January 09, 2003, Cheema Khurd, Punjab",20y 207d,Left hand Bat,Right arm Medium,Opening Batter,Netherlands,,2019,2023,29.0,1.0,169.0,7.0,7.309999999999999,97.0,16.0,4.0,7.0,1.0,9.0,6.0,0.0,32.32,Top order Batter,10.410697230181471,1.0,42.672274307545365,
163,1158.0,1565.0,114.0,14.0,64.40878787878788,33.0,Max O'Dowd,"March 04, 1994, Auckland",29y 153d,Right hand Bat,Right arm Offbreak,Opening Batter,Netherlands,,2015,2023,7.1,0.0,39.0,0.0,7.140000000000001,24.0,3.0,1.0,3.0,0.0,3.0,5.0,0.0,35.09090909090909,Top order Batter,8.178913738019169,2.0,40.09006176783812,
164,410.0,479.0,44.0,6.0,67.64294117647059,17.0,Wesley Barresi,"May 03, 1984, Johannesburg",39y 93d,Right hand Bat,Right arm Offbreak,Batter,Netherlands,,2010,2023,2.0,0.0,17.0,0.0,8.5,4.0,3.0,0.0,0.0,0.0,2.0,20.0,8.0,24.11764705882353,Top order Batter,10.438413361169102,3.0,38.107956281468745,
165,262.0,357.0,33.0,5.0,66.41090909090909,11.0,Stephan Myburgh,"February 28, 1984, Pretoria, Transvaal",39y 157d,Left hand Bat,Right arm Offbreak,Opening Batter,Netherlands,,2011,2022,,,,,,,,,,,,4.0,0.0,23.818181818181817,Top order Batter,10.644257703081232,4.0,37.56179169849758,
166,241.0,366.0,23.0,3.0,55.97538461538462,13.0,Musa Ahmad,"December 10, 1997, Lahore",25y 237d,Left hand Bat,Legbreak,Opening Batter,Netherlands,,2021,2023,,,,,,,,,,,,4.0,0.0,18.53846153846154,Top order Batter,7.103825136612022,5.0,30.654571668768394,
167,1212.0,1307.0,93.0,12.0,81.50399999999999,35.0,Scott Edwards,"August 23, 1996, Tonga",26y 346d,Right hand Bat,,Wicketkeeper Batter,Netherlands,,2018,2023,,,,,,,,,,,,36.0,6.0,34.628571428571426,Wicketkeeper Batter,8.033664881407804,1.0,43.23977142857143,Yes
168,626.0,595.0,41.0,26.0,111.65,26.0,James Neesham,"September 17, 1990, Auckland",32y 321d,Left hand Bat,Right arm Medium fast,Batting Allrounder,New Zealand,,2012,2023,193.9,4.0,1106.0,35.0,5.9716129032258065,610.0,106.0,20.0,40.0,6.0,31.0,26.0,0.0,24.076923076923077,Batting Allrounder,11.260504201680673,1.0,48.450702973497094,
169,510.0,430.0,45.0,24.0,98.599375,16.0,Michael Bracewell,"February 14, 1991, Masterton, Wairarapa",32y 171d,Left hand Bat,Right arm Offbreak,Batting Allrounder,New Zealand,,2022,2023,121.0,4.0,616.0,15.0,5.473333333333333,379.0,48.0,17.0,2.0,0.0,18.0,9.0,0.0,31.875,Batting Allrounder,16.046511627906977,2.0,42.723971656976744,
170,86.0,81.0,8.0,1.0,111.41000000000001,3.0,Rachin Ravindra,"November 18, 1999, Wellington",23y 259d,Left hand Bat,Slow Left arm Orthodox,Batting Allrounder,New Zealand,,2021,2023,27.3,0.0,193.0,4.0,7.02,63.0,17.0,5.0,2.0,0.0,3.0,2.0,0.0,28.666666666666668,Batting Allrounder,11.11111111111111,3.0,40.43027777777778,
171,98.0,84.0,8.0,3.0,101.12,3.0,Cole McConchie,"January 12, 1992, Christchurch",31y 204d,Right hand Bat,Right arm Offbreak,Batting Allrounder,New Zealand,,2021,2023,21.0,0.0,114.0,1.0,5.8999999999999995,52.0,3.0,4.0,1.0,0.0,3.0,3.0,0.0,32.666666666666664,Batting Allrounder,13.095238095238097,4.0,38.65380952380952,
172,829.0,923.0,66.0,14.0,84.69363636363636,22.0,Daryl Mitchell,"May 20, 1991, Hamilton",32y 76d,Right hand Bat,Right arm Medium,Batting Allrounder,New Zealand,,2019,2023,38.0,1.0,213.0,11.0,5.814,116.0,18.0,6.0,8.0,0.0,10.0,10.0,0.0,37.68181818181818,Batting Allrounder,8.66738894907909,5.0,37.94480178272431,
173,87.0,96.0,9.0,2.0,91.92263157894736,19.0,Trent Boult,"July 22, 1989, Rotorua",34y 13d,Right hand Bat,Left arm Fast medium,Bowler,New Zealand,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/2018.02.03.22.23.14-AUSvNZL_T20_AUS_innings%2C_SCG_%2839533156665%29.jpg/220px-2018.02.03.22.23.14-AUSvNZL_T20_AUS_innings%2C_SCG_%2839533156665%29.jpg,2011,2022,394.7,32.0,1920.0,83.0,4.839047619047619,1449.0,203.0,27.0,75.0,2.0,42.0,37.0,0.0,4.578947368421052,Bowler,11.458333333333332,1.0,49.88266089352489,
174,82.0,152.0,4.0,1.0,58.643157894736845,19.0,Lockie Ferguson,"June 13, 1991, Auckland",32y 52d,Right hand Bat,Right arm Fast,Bowler,New Zealand,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Lockie_Ferguson.jpg/220px-Lockie_Ferguson.jpg,2016,2023,381.6,8.0,2118.0,72.0,5.501666666666667,1297.0,219.0,40.0,101.0,3.0,42.0,12.0,0.0,4.315789473684211,Bowler,3.289473684210526,2.0,43.2727052408361,
175,63.0,79.0,5.0,2.0,81.57600000000001,15.0,Matt Henry,"December 14, 1991, Christchurch, Canterbury",31y 233d,Right hand Bat,Right arm Fast medium,Bowler,New Zealand,,2014,2023,341.0,37.0,1636.0,63.0,4.7700000000000005,1258.0,180.0,29.0,26.0,3.0,37.0,23.0,0.0,4.2,Bowler,8.860759493670885,3.0,37.883857442348,
176,157.0,184.0,12.0,2.0,85.2745,20.0,Tim Southee,"December 11, 1988, Whangarei, Northland",34y 236d,Right hand Bat,Right arm Medium fast,Bowler,New Zealand,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Tim_Southee.jpg/220px-Tim_Southee.jpg,2008,2023,258.5,16.0,1451.0,44.0,5.5343333333333335,900.0,157.0,38.0,44.0,0.0,30.0,43.0,0.0,7.85,Bowler,7.608695652173914,4.0,26.472276094681682,
177,160.0,206.0,7.0,7.0,76.85888888888888,18.0,Ish Sodhi,"October 31, 1992, Ludhiana, India",30y 277d,Right hand Bat,Legbreak,Bowler,New Zealand,https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/2018.02.03.20.52.20-AUSvNZL_T20_NZL_innings%2C_SCG_%2838618201470%29_%28Sodhi_cropped%29.jpg/220px-2018.02.03.20.52.20-AUSvNZL_T20_NZL_innings%2C_SCG_%2838618201470%29_%28Sodhi_cropped%29.jpg,2013,2023,235.9,7.0,1320.0,36.0,5.5888888888888895,644.0,73.0,41.0,18.0,2.0,27.0,10.0,0.0,8.88888888888889,Bowler,6.796116504854369,5.0,21.671570576540752,
178,16.0,28.0,1.0,0.0,52.348571428571425,7.0,Blair Tickner,"October 13, 1993, Napier, Hawke's Bay",29y 295d,Right hand Bat,Right arm Medium fast,Bowler,New Zealand,,2019,2023,103.5,4.0,679.0,16.0,6.449999999999999,308.0,71.0,20.0,25.0,1.0,13.0,5.0,0.0,2.2857142857142856,Bowler,3.571428571428571,6.0,9.662015503875969,
179,18.0,39.0,0.0,0.0,34.95333333333333,6.0,Henry Shipley,"May 10, 1996, Darfield, Canterbury",27y 86d,Right hand Bat,Right arm Medium fast,Bowler,New Zealand,,2023,2023,64.3,4.0,359.0,15.0,5.46625,213.0,41.0,6.0,17.0,0.0,8.0,2.0,0.0,3.0,Bowler,0.0,7.0,9.073176309169906,
180,34.0,31.0,2.0,2.0,126.38666666666666,3.0,Kyle Jamieson,"December 30, 1994, Auckland",28y 217d,Right hand Bat,Right arm Fast medium,Bowler,New Zealand,,2020,2022,68.4,6.0,296.0,11.0,4.365,266.0,27.0,6.0,11.0,4.0,8.0,2.0,0.0,11.333333333333334,Bowler,12.903225806451612,8.0,6.691638029782359,
181,7.0,19.0,0.0,0.0,25.923333333333332,3.0,Adam Milne,"April 13, 1992, Palmerston North",31y 113d,Right hand Bat,Right arm Fast,Bowler,New Zealand,,2010,2023,47.0,1.0,274.0,9.0,5.782,147.0,31.0,4.0,8.0,0.0,5.0,22.0,0.0,2.3333333333333335,Bowler,0.0,9.0,5.469180214458664,
182,0.0,2.0,0.0,0.0,0.0,1.0,Jacob Duffy,"August 02, 1994, Lumsden, Southland",29y 2d,Right hand Bat,Right arm Fast medium,Bowler,New Zealand,,2020,2023,26.4,1.0,204.0,7.0,7.516666666666667,85.0,20.0,10.0,10.0,3.0,3.0,0.0,0.0,0.0,Bowler,0.0,10.0,4.253215077605321,
183,142.0,139.0,10.0,7.0,115.74600000000001,5.0,Doug Bracewell,"September 28, 1990, Tauranga, Bay of Plenty",32y 310d,Right hand Bat,Right arm Fast medium,Bowler,New Zealand,,2011,2023,37.0,3.0,178.0,4.0,4.808,136.0,21.0,1.0,10.0,0.0,5.0,5.0,0.0,28.4,Bowler,12.23021582733813,11.0,2.4831946755407652,
184,1.0,3.0,0.0,0.0,33.33,1.0,Ben Lister,"January 01, 1996, Henderson, Auckland",27y 215d,Right hand Bat,Left arm Medium,Bowler,New Zealand,,2023,2023,10.0,0.0,57.0,1.0,5.7,33.0,6.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,Bowler,0.0,12.0,0.6701754385964912,
185,707.0,772.0,53.0,18.0,103.27342857142858,35.0,Mitchell Santner,"February 05, 1992, Hamilton",31y 180d,Left hand Bat,Slow Left arm Orthodox,Bowling Allrounder,New Zealand,,2015,2023,378.9,10.0,1826.0,39.0,4.848695652173913,1180.0,117.0,45.0,31.0,1.0,46.0,37.0,0.0,20.2,Bowling Allrounder,9.196891191709843,1.0,41.55022945275671,
186,528.0,479.0,48.0,17.0,99.01076923076924,26.0,Colin de Grandhomme,"July 22, 1986, Harare",37y 13d,Right hand Bat,Right arm Medium fast,Bowling Allrounder,New Zealand,,2012,2022,189.0,9.0,843.0,22.0,5.039090909090909,653.0,78.0,8.0,32.0,1.0,33.0,17.0,0.0,20.307692307692307,Bowling Allrounder,13.569937369519833,2.0,34.5429960865402,
187,229.0,204.0,18.0,12.0,73.05199999999999,10.0,Mark Chapman,"June 27, 1994, Hong Kong",29y 38d,Left hand Bat,Slow Left arm Orthodox,Bowling Allrounder,New Zealand,,2014,2023,,,,,,,,,,,,3.0,0.0,22.9,Bowling Allrounder,14.705882352941178,,,
188,,,,,,,Michael Rippon,"September 14, 1991, Cape Town, Cape Province",31y 324d,Right hand Bat,Left arm Wrist spin,Bowling Allrounder,New Zealand,,2013,2022,,,,,,,,,,,,4.0,0.0,,Bowling Allrounder,,,,
189,1813.0,2048.0,147.0,26.0,78.24263157894737,38.0,Ross Taylor,"March 08, 1984, Lower Hutt, Wellington",39y 149d,Right hand Bat,Right arm Offbreak,Middle order Batter,New Zealand,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Ross_Taylor_CNZM_%28cropped%29.jpg/220px-Ross_Taylor_CNZM_%28cropped%29.jpg,2006,2022,,,,,,,,,,,,142.0,0.0,47.71052631578947,Middle order Batter,8.447265625,1.0,50.54411101973684,
190,1793.0,2075.0,175.0,49.0,80.43408163265306,49.0,Martin Guptill,"September 30, 1986, Auckland",36y 308d,Right hand Bat,Right arm Offbreak,Opening Batter,New Zealand,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Martin_Guptill_2_%28cropped%29.jpg/220px-Martin_Guptill_2_%28cropped%29.jpg,2009,2022,,,,,,,,,,,,104.0,0.0,36.59183673469388,Top order Batter,10.795180722891565,1.0,47.67957069092697,
191,533.0,561.0,69.0,14.0,78.60823529411765,17.0,Finn Allen,"April 22, 1999, Auckland",24y 104d,Right hand Bat,,Top order Batter,New Zealand,,2021,2023,,,,,,,,,,,,6.0,0.0,31.352941176470587,Top order Batter,14.795008912655971,2.0,46.115575757575755,
