,Runs_scored_batting,balls faced,4s_batting,6s_batting,strikerate,Num_matches_batted,Name,Born,Age,Batting_Style,Bowling_Style,Playing_Role,National_Team,player_img,career_start,career_latest,Overs,Maindens,runs_given_baller,wickets_baller,economy_baller,dot_balls_baller,4s_baller,6s_baller,wides_baller,NB_baller,Num_matches_bowled,catches,stumps,batting_average,Playing_Role_New,boundary_perc,Rank,Combined_Rank,Is_Captain
52,6.0,7.0,0.0,0.0,100.0,3.0,Nathan Ellis,"September 22, 1994, Greenacre, New South Wales",28y 316d,Right hand Bat,Right arm Fast medium,Bowler,Australia,,2021,2023,28.0,0.0,153.0,5.0,5.19,80.0,13.0,1.0,5.0,2.0,4.0,0.0,0.0,2.0,Bowler,0.0,11.0,3.077071290944123,
53,2.0,2.0,0.0,0.0,100.0,1.0,Mitchell Swepson,"October 04, 1993",29y 304d,Right hand Bat,Legbreak,Bowler,Australia,https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Mitchell_Swepson.png/220px-Mitchell_Swepson.png,2018,2022,26.2,0.0,161.0,3.0,6.136666666666667,67.0,12.0,5.0,2.0,0.0,3.0,0.0,0.0,2.0,Bowler,0.0,12.0,1.8651819663226505,
54,981.0,1088.0,88.0,26.0,75.93152173913043,46.0,Marcus Stoinis,"August 16, 1989, Perth",33y 353d,Right hand Bat,Right arm Medium,Bowling Allrounder,Australia,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/2018.01.21.15.22.25-Stoinis_%2839081521620%29.jpg/220px-2018.01.21.15.22.25-Stoinis_%2839081521620%29.jpg,2015,2023,237.4,3.0,1414.0,35.0,6.075555555555555,663.0,115.0,27.0,30.0,5.0,45.0,15.0,0.0,21.32608695652174,Bowling Allrounder,10.477941176470589,1.0,33.4148673308737,
55,128.0,119.0,15.0,2.0,93.88428571428572,7.0,Sean Abbott,"February 29, 1992, Windsor, New South Wales",31y 157d,Right hand Bat,Right arm Fast medium,Bowling Allrounder,Australia,https://upload.wikimedia.org/wikipedia/en/thumb/b/bd/Sean_Abbott_playing_for_the_Sydney_Sixers.jpg/220px-Sean_Abbott_playing_for_the_Sydney_Sixers.jpg,2014,2023,77.0,7.0,390.0,12.0,4.795,259.0,37.0,6.0,9.0,0.0,10.0,4.0,0.0,18.285714285714285,Bowling Allrounder,14.285714285714285,2.0,29.562208029197084,
56,8.0,16.0,0.0,0.0,71.425,2.0,Michael Neser,"March 29, 1990, Pretoria, South Africa",33y 128d,Right hand Bat,Right arm Medium fast,Bowling Allrounder,Australia,https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/4_06_Michael_Neser.jpg/220px-4_06_Michael_Neser.jpg,2018,2022,16.4,1.0,120.0,2.0,7.14,55.0,19.0,2.0,1.0,1.0,2.0,0.0,0.0,4.0,Bowling Allrounder,0.0,3.0,18.998266806722686,
57,978.0,925.0,119.0,19.0,91.22416666666668,24.0,Travis Head,"December 29, 1993, Adelaide, South Australia",29y 218d,Left hand Bat,Right arm Offbreak,Middle order Batter,Australia,https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Travis_Head_bowling_at_Perth_Stadium%2C_First_Test_Australia_versus_West_Indies%2C_2_December_2022_03_%28cropped%29.jpg/220px-Travis_Head_bowling_at_Perth_Stadium%2C_First_Test_Australia_versus_West_Indies%2C_2_December_2022_03_%28cropped%29.jpg,2016,2023,22.5,0.0,151.0,2.0,6.554285714285713,51.0,14.0,2.0,0.0,0.0,7.0,14.0,0.0,40.75,Middle order Batter,14.91891891891892,1.0,53.24974211711712,
58,1610.0,1818.0,150.0,17.0,80.57027027027027,37.0,Steven Smith,"June 02, 1989, Sydney, New South Wales",34y 63d,Right hand Bat,Legbreak Googly,Middle order Batter,Australia,,2010,2023,5.0,0.0,40.0,1.0,9.25,14.0,1.0,4.0,1.0,0.0,4.0,81.0,0.0,43.513513513513516,Middle order Batter,9.185918591859187,2.0,49.617859394047514,
59,483.0,500.0,36.0,5.0,86.36615384615385,13.0,Peter Handscomb,"April 26, 1991, Melbourne, Victoria",32y 100d,Right hand Bat,,Batter,Australia,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Peter_Handscomb.jpg/220px-Peter_Handscomb.jpg,2016,2023,,,,,,,,,,,,14.0,0.0,37.15384615384615,Middle order Batter,8.200000000000001,3.0,48.587384615384615,
60,1085.0,1278.0,107.0,5.0,82.69727272727272,22.0,Usman Khawaja,"December 18, 1986, Islamabad, Pakistan",36y 229d,Left hand Bat,Right arm Medium,Top order Batter,Australia,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/2018.01.05.17.43.25-Usman_Khawaja_%26_Steve_Smith_%2838876757994%29_%28Khawaja_cropped%29.jpg/220px-2018.01.05.17.43.25-Usman_Khawaja_%26_Steve_Smith_%2838876757994%29_%28Khawaja_cropped%29.jpg,2011,2023,,,,,,,,,,,,13.0,0.0,49.31818181818182,Top order Batter,8.763693270735525,1.0,52.5311960449566,
61,1760.0,1916.0,196.0,22.0,84.35048780487804,41.0,David Warner,"October 27, 1986, Paddington, New South Wales",36y 281d,Left hand Bat,Legbreak,Opening Batter,Australia,,2009,2023,,,,,,,,,,,,62.0,0.0,42.926829268292686,Top order Batter,11.377870563674323,2.0,51.609053006772236,
62,2481.0,2896.0,215.0,66.0,68.9093442622951,61.0,Aaron Finch,"November 17, 1986, Colac, Victoria",36y 260d,Right hand Bat,Slow Left arm Orthodox,Top order Batter,Australia,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/AARON_FINCH_%286299558883%29.jpg/220px-AARON_FINCH_%286299558883%29.jpg,2011,2022,25.0,0.0,146.0,2.0,6.843333333333334,62.0,12.0,3.0,2.0,0.0,9.0,71.0,0.0,40.67213114754098,Top order Batter,9.703038674033149,3.0,44.22474327506567,
63,90.0,124.0,7.0,2.0,75.33666666666666,3.0,Matthew Wade,"December 26, 1987, Hobart, Tasmania",35y 221d,Left hand Bat,Right arm Medium,Wicketkeeper Batter,Australia,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Matthew_Wade.jpg/220px-Matthew_Wade.jpg,2011,2022,,,,,,,,,,,,108.0,9.0,30.0,Wicketkeeper Batter,7.258064516129033,1.0,55.00099999999999,
64,1667.0,1896.0,154.0,14.0,87.40155172413793,58.0,Alex Carey,"August 27, 1991, Loxton, South Australia",31y 342d,Left hand Bat,,Wicketkeeper Batter,Australia,,2018,2023,,,,,,,,,,,,73.0,8.0,28.74137931034483,Wicketkeeper Batter,8.860759493670885,2.0,51.04287931034483,
65,223.0,278.0,19.0,5.0,61.038,5.0,Ben McDermott,"December 12, 1994, Brisbane",28y 235d,Right hand Bat,Right arm Medium,Wicketkeeper Batter,Australia,,2018,2022,,,,,,,,,,,,0.0,0.0,44.6,Wicketkeeper Batter,8.633093525179856,3.0,31.6914,
66,41.0,53.0,3.0,1.0,69.59666666666668,3.0,Josh Inglis,"March 04, 1995, Leeds, Yorkshire, England",28y 153d,Right hand Bat,,Wicketkeeper Batter,Australia,,2022,2023,,,,,,,,,,,,0.0,0.0,13.666666666666666,Wicketkeeper Batter,7.547169811320755,4.0,24.979,
67,80.0,131.0,5.0,5.0,83.34941176470589,17.0,Lungi Ngidi,"March 29, 1996, Durban, Natal",27y 128d,Right hand Bat,Right arm Fast medium,Bowler,South Africa,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Lungi_Ngidi_2022.jpg/220px-Lungi_Ngidi_2022.jpg,2017,2023,346.6,19.0,2004.0,73.0,5.720697674418605,1131.0,227.0,36.0,53.0,5.0,43.0,11.0,0.0,4.705882352941177,Bowler,7.633587786259542,1.0,43.869921541526075,
68,157.0,192.0,12.0,4.0,85.3155,20.0,Kagiso Rabada,"May 25, 1995, Johannesburg",28y 71d,Left hand Bat,Right arm Fast,Bowler,South Africa,https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Rabada.jpg/220px-Rabada.jpg,2014,2023,393.0,27.0,1960.0,65.0,4.9565909090909095,1422.0,201.0,31.0,72.0,15.0,44.0,31.0,0.0,7.85,Bowler,8.333333333333332,2.0,39.08070062818103,
69,18.0,43.0,1.0,0.0,27.17,8.0,Tabraiz Shamsi,"February 18, 1990, Johannesburg, Gauteng",33y 167d,Right hand Bat,Left arm Wrist spin,Bowler,South Africa,,2016,2023,303.0,5.0,1713.0,49.0,5.886571428571429,883.0,133.0,40.0,52.0,1.0,35.0,8.0,0.0,2.25,Bowler,2.3255813953488373,3.0,29.467951269232636,
70,30.0,46.0,2.0,0.0,67.12833333333333,6.0,Anrich Nortje,"November 16, 1993",29y 261d,Right hand Bat,Right arm Fast,Bowler,South Africa,,2019,2023,161.6,4.0,924.0,36.0,5.6415,526.0,101.0,16.0,15.0,2.0,20.0,3.0,0.0,5.0,Bowler,4.3478260869565215,4.0,21.670903128600546,
71,159.0,167.0,21.0,1.0,90.38461538461539,13.0,Keshav Maharaj,"February 07, 1990, Durban, Natal",33y 178d,Right hand Bat,Slow Left arm Orthodox,Bowler,South Africa,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/New_face_6-_Keshav_Maharaj.jpg/220px-New_face_6-_Keshav_Maharaj.jpg,2016,2023,199.0,5.0,939.0,25.0,4.852173913043478,565.0,49.0,20.0,9.0,2.0,23.0,4.0,0.0,12.23076923076923,Bowler,13.17365269461078,5.0,15.082437275985663,
72,12.0,17.0,2.0,0.0,64.5825,4.0,Sisanda Magala,"January 07, 1991, Port Elizabeth, Cape Province",32y 209d,Right hand Bat,Right arm Fast medium,Bowler,South Africa,,2021,2023,53.0,4.0,335.0,14.0,6.306666666666666,157.0,29.0,6.0,15.0,4.0,6.0,2.0,0.0,3.0,Bowler,11.76470588235294,6.0,8.463424947145878,
73,2.0,8.0,0.0,0.0,23.333333333333332,3.0,Bjorn Fortuin,"October 21, 1994, Paarl",28y 287d,Right hand Bat,Slow Left arm Orthodox,Bowler,South Africa,,2019,2023,31.0,2.0,175.0,6.0,5.555,89.0,14.0,6.0,1.0,0.0,4.0,0.0,0.0,0.6666666666666666,Bowler,0.0,7.0,3.6720072007200715,
74,66.0,75.0,4.0,1.0,80.49199999999999,5.0,Wayne Parnell,"July 30, 1989, Port Elizabeth, Cape Province",34y 5d,Left hand Bat,Left arm Medium fast,Bowler,South Africa,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/WAYNE_PARNELL_%2815520474620%29.jpg/220px-WAYNE_PARNELL_%2815520474620%29.jpg,2009,2023,51.7,3.0,272.0,5.0,4.93875,188.0,33.0,5.0,9.0,0.0,8.0,13.0,0.0,13.2,Bowler,6.666666666666667,8.0,3.0809921538850924,
75,1.0,3.0,0.0,0.0,33.33,1.0,Gerald Coetzee,"October 02, 2000",22y 306d,Right hand Bat,Right arm Fast,Bowler,South Africa,,2023,2023,20.0,0.0,110.0,5.0,5.5,61.0,9.0,2.0,5.0,0.0,2.0,0.0,0.0,1.0,Bowler,0.0,9.0,3.0727272727272728,
76,,,,,,,Duanne Olivier,"May 09, 1992, Groblersdal",31y 87d,Right hand Bat,Right arm Fast medium,Bowler,South Africa,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Duanne_Olivier_2019.jpg/220px-Duanne_Olivier_2019.jpg,2017,2022,19.0,0.0,124.0,3.0,6.48,52.0,14.0,2.0,3.0,0.0,2.0,0.0,0.0,,Bowler,,10.0,1.8617283950617283,
77,14.0,19.0,0.0,0.0,75.71000000000001,2.0,Lutho Sipamla,"May 12, 1998, Port Elizabeth",25y 84d,Right hand Bat,Right arm Fast medium,Bowler,South Africa,,2019,2022,30.2,1.0,172.0,2.0,5.885,96.0,18.0,2.0,6.0,1.0,4.0,1.0,0.0,7.0,Bowler,0.0,11.0,1.2679694137638062,
78,,,,,,,Lizaad Williams,"October 01, 1993, Vredenburg",29y 307d,Left hand Bat,Right arm Medium fast,Bowler,South Africa,,2021,2023,8.0,0.0,62.0,1.0,7.75,19.0,7.0,0.0,5.0,1.0,1.0,0.0,0.0,,Bowler,,12.0,0.6516129032258065,
79,604.0,724.0,54.0,21.0,83.97243243243243,37.0,Andile Phehlukwayo,"March 03, 1996, Durban",27y 154d,Left hand Bat,Right arm Medium fast,Bowling Allrounder,South Africa,,2016,2023,330.1,8.0,1913.0,63.0,6.114791666666666,955.0,173.0,22.0,104.0,4.0,48.0,16.0,0.0,16.324324324324323,Bowling Allrounder,10.359116022099448,1.0,44.72460190131189,
80,131.0,124.0,12.0,4.0,95.76428571428572,7.0,Marco Jansen,"May 01, 2000",23y 95d,Right hand Bat,Left arm Medium fast,Bowling Allrounder,South Africa,,2021,2023,78.2,4.0,457.0,10.0,5.8933333333333335,263.0,46.0,10.0,19.0,4.0,9.0,3.0,0.0,18.714285714285715,Bowling Allrounder,12.903225806451612,2.0,29.363404977375566,
81,106.0,144.0,7.0,2.0,77.4925,8.0,Dwaine Pretorius,"March 29, 1989, Randfontein",34y 128d,Right hand Bat,Right arm Medium fast,Bowling Allrounder,South Africa,,2016,2022,96.2,5.0,486.0,18.0,5.469285714285713,305.0,41.0,10.0,4.0,0.0,14.0,11.0,0.0,13.25,Bowling Allrounder,6.25,3.0,27.052976769622568,
82,79.0,96.0,11.0,0.0,82.53555555555556,9.0,Wiaan Mulder,"February 19, 1998, Gauteng",25y 166d,Right hand Bat,Right arm Medium,Bowling Allrounder,South Africa,,2017,2023,51.0,0.0,309.0,9.0,6.080909090909091,150.0,31.0,3.0,17.0,3.0,11.0,5.0,0.0,8.777777777777779,Bowling Allrounder,11.458333333333332,4.0,24.711001395325656,
83,1492.0,1434.0,112.0,39.0,102.75704545454546,44.0,David Miller,"June 10, 1989, Pietermaritzburg, Natal",34y 55d,Left hand Bat,Right arm Offbreak,Middle order Batter,South Africa,,2010,2023,,,,,,,,,,,,69.0,0.0,33.90909090909091,Middle order Batter,10.529986052998606,1.0,53.33005402878153,
84,56.0,79.0,5.0,1.0,70.88,1.0,Zubayr Hamza,"June 19, 1995, Cape Town, Cape Province",28y 46d,Right hand Bat,Legbreak,Batter,South Africa,,2019,2022,,,,,,,,,,,,0.0,0.0,56.0,Middle order Batter,7.59493670886076,2.0,51.52698734177215,
85,968.0,1068.0,85.0,14.0,80.78272727272727,22.0,Temba Bavuma,"May 17, 1990, Cape Town, Cape Province",33y 79d,Right hand Bat,Right arm Medium,Middle order Batter,South Africa,https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Temba_Bavuma.jpg/220px-Temba_Bavuma.jpg,2014,2023,6.1,0.0,22.0,0.0,3.56,24.0,3.0,0.0,0.0,0.0,1.0,22.0,0.0,44.0,Middle order Batter,9.269662921348315,3.0,49.92788712972421,Yes
86,146.0,231.0,8.0,3.0,61.58166666666667,6.0,Khaya Zondo,"March 07, 1990, Westville, Durban",33y 150d,Right hand Bat,Right arm Offbreak,Batter,South Africa,,2015,2023,,,,,,,,,,,,1.0,0.0,24.333333333333332,Middle order Batter,4.761904761904762,4.0,33.45596428571429,
87,48.0,48.0,7.0,0.0,99.64500000000001,2.0,Tony de Zorzi,"August 28, 1997",25y 341d,Left hand Bat,Right arm Offbreak,Top order Batter,South Africa,,2023,2023,,,,,,,,,,,,0.0,0.0,24.0,Top order Batter,14.583333333333334,1.0,51.90383333333334,
88,1731.0,1921.0,125.0,30.0,84.33736842105263,38.0,Rassie van der Dussen,"February 07, 1989, Pretoria, Transvaal",34y 178d,Right hand Bat,Legbreak,Top order Batter,South Africa,,2018,2023,1.0,0.0,3.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,19.0,0.0,45.55263157894737,Top order Batter,8.068714211348256,2.0,51.6955469738897,
89,1345.0,1430.0,142.0,31.0,78.62113636363637,44.0,Aiden Markram,"October 04, 1994, Centurion",28y 304d,Right hand Bat,Right arm Offbreak,Opening Batter,South Africa,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Aiden_Markram_%28cropped%29.jpg/220px-Aiden_Markram_%28cropped%29.jpg,2017,2023,101.0,0.0,563.0,14.0,6.2035,272.0,37.0,13.0,12.0,1.0,20.0,20.0,0.0,30.568181818181817,Top order Batter,12.097902097902098,3.0,45.17179370629371,
90,947.0,1132.0,95.0,16.0,66.15714285714286,21.0,Janneman Malan,"April 18, 1996, Nelspruit ",27y 108d,Right hand Bat,Legbreak,Top order Batter,South Africa,,2019,2022,,,,,,,,,,,,11.0,0.0,45.095238095238095,Top order Batter,9.80565371024735,4.0,44.69760390375232,
91,659.0,860.0,67.0,6.0,57.72615384615385,26.0,Reeza Hendricks,"August 14, 1989, Kimberley, Cape Province",33y 355d,Right hand Bat,Right arm Offbreak,Opening Batter,South Africa,https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/REEZA_HENDRICKS_%2815519916117%29.jpg/220px-REEZA_HENDRICKS_%2815519916117%29.jpg,2014,2023,7.0,0.0,47.0,1.0,7.109999999999999,13.0,4.0,1.0,0.0,0.0,3.0,16.0,0.0,25.346153846153847,Top order Batter,8.488372093023255,5.0,34.0837084078712,
92,6.0,17.0,1.0,0.0,38.57,2.0,Dean Elgar,"June 11, 1987, Welkom, Orange Free State",36y 54d,Left hand Bat,Slow Left arm Orthodox,Opening Batter,South Africa,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Dean_Elgar.jpg/220px-Dean_Elgar.jpg,2012,2023,,,,,,,,,,,,4.0,0.0,3.0,Top order Batter,5.88235294117647,6.0,17.948588235294118,
93,2040.0,2073.0,243.0,38.0,88.5665306122449,49.0,Quinton de Kock,"December 17, 1992, Johannesburg, Gauteng",30y 230d,Left hand Bat,,Wicketkeeper Batter,South Africa,,2012,2023,,,,,,,,,,,,183.0,14.0,41.63265306122449,Wicketkeeper Batter,13.555233960443802,1.0,78.45975510204082,
94,1080.0,1032.0,101.0,25.0,90.82757575757576,33.0,Heinrich Klaasen,"July 30, 1991, Pretoria, Transvaal",32y 5d,Right hand Bat,Right arm Offbreak,Wicketkeeper Batter,South Africa,,2018,2023,5.0,0.0,33.0,0.0,6.665,8.0,3.0,0.0,0.0,0.0,2.0,34.0,5.0,32.72727272727273,Wicketkeeper Batter,12.209302325581394,2.0,44.866454545454545,
95,371.0,439.0,25.0,10.0,78.362,10.0,Kyle Verreynne,"May 12, 1997",26y 84d,Right hand Bat,Right arm Offbreak,Wicketkeeper Batter,South Africa,,2020,2023,,,,,,,,,,,,9.0,0.0,37.1,Wicketkeeper Batter,7.972665148063782,3.0,36.438599999999994,
96,17.0,26.0,0.0,1.0,58.75,2.0,Ryan Rickelton,"July 11, 1996, Johannesburg, Transvaal, South Africa",27y 24d,Left hand Bat,,Wicketkeeper Batter,South Africa,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/2_40_Ryan_Rickleton.jpg/220px-2_40_Ryan_Rickleton.jpg,2022,2023,,,,,,,,,,,,2.0,2.0,8.5,Wicketkeeper Batter,3.8461538461538463,4.0,20.974999999999998,
97,6.0,10.0,0.0,0.0,60.0,1.0,Tristan Stubbs,"August 14, 2000",22y 355d,Right hand Bat,Right arm Offbreak,Wicketkeeper Batter,South Africa,,2022,2023,,,,,,,,,,,,0.0,0.0,6.0,Wicketkeeper Batter,0.0,5.0,19.8,
98,1314.0,1609.0,127.0,13.0,79.28403846153847,52.0,Dhananjaya de Silva,"September 06, 1991, Colombo",31y 332d,Right hand Bat,Right arm Offbreak,Batting Allrounder,Sri Lanka,,2015,2023,278.2,1.0,1400.0,37.0,5.2202,772.0,86.0,27.0,16.0,2.0,50.0,35.0,0.0,25.26923076923077,Batting Allrounder,8.70105655686762,1.0,40.677042985370754,
99,685.0,776.0,79.0,7.0,83.7725,16.0,Danushka Gunathilaka,"March 17, 1991, Panadura",32y 140d,Left hand Bat,Right arm Offbreak,Batting Allrounder,Sri Lanka,,2015,2022,22.0,1.0,107.0,2.0,5.4775,65.0,3.0,5.0,1.0,0.0,8.0,14.0,0.0,42.8125,Batting Allrounder,11.082474226804123,2.0,37.15749355670103,
100,1093.0,1184.0,91.0,19.0,81.27199999999999,30.0,Charith Asalanka,"June 29, 1997, Elpitiya",26y 36d,Left hand Bat,Right arm Offbreak,Batting Allrounder,Sri Lanka,,2021,2023,14.0,0.0,82.0,1.0,5.831666666666667,36.0,7.0,1.0,2.0,0.0,6.0,9.0,0.0,36.43333333333333,Batting Allrounder,9.29054054054054,3.0,33.87063513513513,
101,800.0,1025.0,68.0,9.0,66.26307692307692,26.0,Angelo Mathews,"June 02, 1987, Colombo",36y 63d,Right hand Bat,Right arm Medium,Batting Allrounder,Sri Lanka,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Angelo_Mathews_%285338334462%29.jpg/220px-Angelo_Mathews_%285338334462%29.jpg,2008,2023,20.0,0.0,102.0,6.0,4.640000000000001,61.0,9.0,2.0,1.0,0.0,4.0,53.0,0.0,30.76923076923077,Batting Allrounder,7.512195121951219,4.0,29.474587242026267,
102,120.0,194.0,7.0,3.0,57.735,18.0,Dushmantha Chameera,"January 11, 1992, Ragama",31y 205d,Right hand Bat,Right arm Fast,Bowler,Sri Lanka,,2015,2023,204.6,9.0,1054.0,39.0,5.031153846153846,711.0,115.0,8.0,32.0,6.0,26.0,7.0,0.0,6.666666666666667,Bowler,5.154639175257731,1.0,23.479504625028667,
103,88.0,171.0,3.0,0.0,45.10181818181818,11.0,Maheesh Theekshana,"August 01, 2000, Colombo",23y 3d,Right hand Bat,Right arm Offbreak,Bowler,Sri Lanka,,2021,2023,183.6,8.0,799.0,36.0,4.38909090909091,639.0,61.0,8.0,15.0,5.0,22.0,4.0,0.0,8.0,Bowler,1.7543859649122806,2.0,21.69113504556752,
104,17.0,36.0,1.0,1.0,48.92857142857143,14.0,Nuwan Pradeep,"October 19, 1986, Negombo",36y 289d,Right hand Bat,Right arm Fast medium,Bowler,Sri Lanka,,2011,2022,186.9,10.0,1123.0,34.0,6.117272727272728,589.0,132.0,14.0,25.0,6.0,22.0,7.0,0.0,1.2142857142857142,Bowler,5.555555555555555,3.0,20.465388616436318,
105,63.0,124.0,8.0,0.0,42.850769230769224,13.0,Kasun Rajitha,"June 01, 1993, Matara",30y 64d,Right hand Bat,Right arm Medium fast,Bowler,Sri Lanka,,2016,2023,176.9,4.0,1050.0,31.0,5.7558333333333325,609.0,135.0,15.0,47.0,3.0,24.0,2.0,0.0,4.846153846153846,Bowler,6.451612903225806,4.0,18.669494715506005,
106,45.0,96.0,5.0,1.0,42.759166666666665,12.0,Lahiru Kumara,"February 13, 1997, Kandy",26y 172d,Left hand Bat,Right arm Fast,Bowler,Sri Lanka,,2016,2023,146.5,4.0,885.0,30.0,6.080454545454546,479.0,108.0,11.0,28.0,0.0,22.0,6.0,0.0,3.75,Bowler,6.25,5.0,18.065784555580475,
107,18.0,46.0,0.0,0.0,47.477999999999994,5.0,Jeffrey Vandersay,"February 05, 1990, Wattala",33y 180d,Right hand Bat,Legbreak,Bowler,Sri Lanka,,2015,2023,67.7,3.0,372.0,15.0,5.544444444444444,196.0,32.0,5.0,6.0,0.0,9.0,4.0,0.0,3.6,Bowler,0.0,6.0,9.072144288577155,
108,91.0,120.0,8.0,2.0,85.60000000000001,11.0,Suranga Lakmal,"March 10, 1987, Matara",36y 147d,Right hand Bat,Right arm Fast medium,Bowler,Sri Lanka,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Suranga_Lakmal%2C_Sri_Lanka_vs_Pakistan%2C_1st_ODI%2C_2017.jpg/220px-Suranga_Lakmal%2C_Sri_Lanka_vs_Pakistan%2C_1st_ODI%2C_2017.jpg,2009,2022,115.3,5.0,665.0,15.0,5.863125,388.0,76.0,12.0,15.0,2.0,16.0,20.0,0.0,8.272727272727273,Bowler,8.333333333333332,7.0,9.068223003944142,
109,5.0,7.0,1.0,0.0,73.33333333333333,3.0,Dilshan Madushanka,"September 18, 2000, Hambantota",22y 320d,Right hand Bat,Left arm Fast medium,Bowler,Sri Lanka,,2022,2023,44.0,1.0,221.0,10.0,4.9383333333333335,161.0,22.0,3.0,13.0,3.0,6.0,3.0,0.0,1.6666666666666667,Bowler,14.285714285714285,8.0,6.080998987512656,
110,109.0,141.0,9.0,3.0,82.3157142857143,7.0,Dunith Wellalage,"January 09, 2003, Colombo",20y 207d,Left hand Bat,Slow Left arm Orthodox,Bowler,Sri Lanka,,2022,2023,51.0,0.0,303.0,9.0,5.99625,136.0,26.0,5.0,4.0,0.0,8.0,3.0,0.0,15.571428571428571,Bowler,8.51063829787234,9.0,5.466708359391285,
111,7.0,12.0,1.0,0.0,69.04666666666667,3.0,Praveen Jayawickrama,"September 30, 1998, Moratuwa",24y 308d,Right hand Bat,Slow Left arm Orthodox,Bowler,Sri Lanka,,2021,2022,33.0,0.0,177.0,5.0,5.57,87.0,14.0,2.0,3.0,0.0,5.0,0.0,0.0,2.3333333333333335,Bowler,8.333333333333332,10.0,3.0718132854578095,
112,5.0,13.0,1.0,0.0,43.18,2.0,Matheesha Pathirana,"December 18, 2002, Kandy",20y 229d,Right hand Bat,Right arm Fast,Bowler,Sri Lanka,,2022,2023,24.5,1.0,161.0,4.0,6.225,86.0,11.0,3.0,23.0,0.0,4.0,0.0,0.0,2.5,Bowler,7.6923076923076925,11.0,2.4642570281124496,
113,19.0,22.0,3.0,0.0,70.95,2.0,Binura Fernando,"July 12, 1995, Colombo",28y 23d,Right hand Bat,Left arm Medium fast,Bowler,Sri Lanka,,2015,2022,24.8,0.0,136.0,2.0,5.343333333333334,78.0,12.0,1.0,6.0,1.0,3.0,1.0,0.0,9.5,Bowler,13.636363636363635,12.0,1.2748596381784154,
114,3.0,17.0,0.0,0.0,21.21,2.0,Vishwa Fernando,"September 18, 1991, Colombo",31y 320d,Right hand Bat,Left arm Medium fast,Bowler,Sri Lanka,,2016,2023,10.0,0.0,90.0,2.0,9.0,26.0,16.0,0.0,2.0,0.0,2.0,0.0,0.0,1.5,Bowler,0.0,13.0,1.2444444444444445,
115,15.0,52.0,2.0,0.0,28.84,1.0,Pramod Madushan,"December 14, 1993, Hambantota",29y 233d,Right hand Bat,Right arm Medium fast,Bowler,Sri Lanka,,2022,2023,3.0,0.0,13.0,1.0,4.33,12.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,Bowler,3.8461538461538463,14.0,0.692378752886836,
116,1.0,1.0,0.0,0.0,100.0,1.0,Asitha Fernando,"July 31, 1997, Katuneriya",26y 4d,Right hand Bat,Right arm Medium fast,Bowler,Sri Lanka,,2017,2023,28.0,1.0,180.0,1.0,6.516666666666667,79.0,19.0,3.0,2.0,1.0,3.0,0.0,0.0,1.0,Bowler,0.0,15.0,0.661381074168798,
117,11.0,13.0,1.0,0.0,50.0,2.0,Prabath Jayasuriya,"November 05, 1991, Matale",31y 272d,Right hand Bat,Slow Left arm Orthodox,Bowler,Sri Lanka,,2018,2023,16.0,0.0,95.0,0.0,6.15,42.0,7.0,2.0,0.0,0.0,2.0,0.0,0.0,5.5,Bowler,7.6923076923076925,16.0,0.06504065040650407,
118,,,,,,,Chamika Gunasekara,"November 25, 1999, Colombo",23y 252d,Right hand Bat,Right arm Medium fast,Bowler,Sri Lanka,,2022,2022,1.0,0.0,8.0,0.0,8.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,Bowler,,17.0,0.05,
119,760.0,664.0,69.0,26.0,108.43638888888889,36.0,Wanindu Hasaranga,"July 29, 1997, Galle",26y 6d,Right hand Bat,Legbreak,Bowling Allrounder,Sri Lanka,,2017,2023,346.4,17.0,1701.0,58.0,4.889,1076.0,116.0,40.0,6.0,3.0,40.0,15.0,0.0,21.11111111111111,Bowling Allrounder,14.307228915662652,1.0,49.581570575100564,
